#K-Path    Energy     s     py     pz     px    dxy    dyz    dz2    dxz  x2-y2    tot
#Band-index    1
   0.971   -14.337  0.000  0.000  0.000  0.000  0.078  0.895  0.000  0.000  0.000  0.972
   0.961   -14.337  0.000  0.000  0.000  0.000  0.077  0.895  0.000  0.000  0.000  0.972
   0.950   -14.337  0.000  0.000  0.000  0.000  0.076  0.895  0.000  0.000  0.000  0.972
   0.940   -14.337  0.000  0.000  0.000  0.000  0.076  0.896  0.000  0.000  0.000  0.972
   0.930   -14.337  0.000  0.000  0.000  0.000  0.076  0.896  0.000  0.000  0.000  0.972
   0.919   -14.337  0.000  0.000  0.000  0.000  0.076  0.897  0.000  0.000  0.000  0.972
   0.909   -14.337  0.000  0.000  0.000  0.000  0.076  0.897  0.000  0.000  0.000  0.972
   0.899   -14.337  0.000  0.000  0.000  0.000  0.076  0.897  0.000  0.000  0.000  0.972
   0.888   -14.337  0.000  0.000  0.000  0.000  0.076  0.897  0.000  0.000  0.000  0.972
   0.888   -14.337  0.000  0.000  0.000  0.000  0.076  0.897  0.000  0.000  0.000  0.972
   0.879   -14.337  0.000  0.000  0.000  0.000  0.076  0.897  0.000  0.000  0.000  0.972
   0.870   -14.337  0.000  0.000  0.000  0.000  0.076  0.896  0.000  0.000  0.000  0.972
   0.861   -14.337  0.000  0.000  0.000  0.000  0.076  0.896  0.000  0.000  0.000  0.972
   0.852   -14.337  0.000  0.000  0.000  0.000  0.076  0.895  0.000  0.002  0.000  0.972
   0.843   -14.337  0.000  0.000  0.000  0.000  0.076  0.895  0.000  0.002  0.000  0.972
   0.835   -14.337  0.000  0.000  0.000  0.000  0.076  0.893  0.000  0.004  0.000  0.972
   0.826   -14.337  0.000  0.000  0.000  0.000  0.076  0.893  0.000  0.004  0.000  0.972
   0.817   -14.337  0.000  0.000  0.000  0.000  0.076  0.891  0.000  0.006  0.000  0.972
   0.808   -14.337  0.000  0.000  0.000  0.000  0.076  0.889  0.000  0.007  0.000  0.972
   0.799   -14.338  0.000  0.000  0.000  0.000  0.076  0.888  0.000  0.008  0.000  0.972
   0.790   -14.338  0.000  0.000  0.000  0.000  0.076  0.886  0.000  0.010  0.000  0.972
   0.781   -14.338  0.000  0.000  0.000  0.000  0.076  0.885  0.000  0.012  0.000  0.972
   0.772   -14.338  0.000  0.000  0.000  0.000  0.076  0.882  0.000  0.014  0.000  0.972
   0.763   -14.338  0.000  0.000  0.000  0.000  0.076  0.880  0.000  0.016  0.000  0.972
   0.754   -14.338  0.000  0.000  0.000  0.000  0.076  0.877  0.000  0.020  0.000  0.972
   0.745   -14.338  0.000  0.000  0.000  0.000  0.076  0.875  0.000  0.022  0.000  0.972
   0.736   -14.339  0.000  0.000  0.000  0.000  0.075  0.873  0.000  0.024  0.000  0.972
   0.727   -14.339  0.000  0.000  0.000  0.000  0.075  0.869  0.000  0.028  0.000  0.972
   0.718   -14.339  0.000  0.000  0.000  0.000  0.075  0.867  0.000  0.030  0.000  0.972
   0.709   -14.339  0.000  0.000  0.000  0.000  0.075  0.863  0.000  0.034  0.000  0.972
   0.700   -14.339  0.000  0.000  0.000  0.000  0.075  0.861  0.000  0.036  0.000  0.972
   0.691   -14.340  0.000  0.000  0.000  0.000  0.075  0.857  0.000  0.040  0.000  0.972
   0.682   -14.340  0.000  0.000  0.000  0.000  0.074  0.854  0.000  0.043  0.000  0.972
   0.673   -14.340  0.000  0.000  0.000  0.000  0.074  0.851  0.000  0.046  0.000  0.972
   0.664   -14.340  0.000  0.000  0.000  0.000  0.074  0.847  0.000  0.050  0.000  0.972
   0.655   -14.340  0.000  0.000  0.000  0.000  0.074  0.843  0.000  0.054  0.000  0.972
   0.646   -14.341  0.000  0.000  0.000  0.000  0.074  0.839  0.000  0.058  0.000  0.972
   0.637   -14.341  0.000  0.000  0.000  0.000  0.074  0.835  0.000  0.062  0.000  0.972
   0.628   -14.341  0.000  0.000  0.000  0.000  0.074  0.831  0.000  0.066  0.000  0.972
   0.619   -14.341  0.000  0.000  0.000  0.000  0.074  0.827  0.000  0.070  0.000  0.972
   0.610   -14.342  0.000  0.000  0.000  0.000  0.074  0.823  0.000  0.074  0.000  0.972
   0.601   -14.342  0.000  0.000  0.000  0.000  0.074  0.819  0.000  0.079  0.000  0.972
   0.592   -14.342  0.000  0.000  0.000  0.000  0.074  0.814  0.000  0.084  0.000  0.971
   0.583   -14.343  0.000  0.000  0.000  0.000  0.073  0.809  0.000  0.088  0.000  0.971
   0.574   -14.343  0.000  0.000  0.000  0.000  0.073  0.805  0.000  0.092  0.000  0.971
   0.565   -14.343  0.000  0.000  0.000  0.000  0.072  0.801  0.000  0.098  0.002  0.971
   0.556   -14.343  0.000  0.000  0.000  0.000  0.072  0.795  0.000  0.102  0.002  0.971
   0.547   -14.344  0.000  0.000  0.000  0.000  0.072  0.791  0.000  0.107  0.002  0.971
   0.538   -14.344  0.000  0.000  0.000  0.000  0.072  0.786  0.000  0.112  0.002  0.971
   0.529   -14.344  0.000  0.000  0.000  0.000  0.072  0.781  0.000  0.116  0.002  0.971
   0.520   -14.345  0.000  0.000  0.000  0.000  0.072  0.777  0.000  0.122  0.002  0.971
   0.511   -14.345  0.000  0.000  0.000  0.000  0.071  0.771  0.000  0.127  0.002  0.971
   0.503   -14.345  0.000  0.000  0.000  0.000  0.070  0.767  0.000  0.132  0.002  0.971
   0.494   -14.345  0.000  0.000  0.000  0.000  0.070  0.761  0.000  0.138  0.002  0.971
   0.485   -14.346  0.000  0.000  0.000  0.000  0.070  0.755  0.000  0.142  0.002  0.971
   0.476   -14.346  0.000  0.000  0.000  0.000  0.070  0.751  0.000  0.148  0.002  0.971
   0.467   -14.346  0.000  0.000  0.000  0.000  0.069  0.745  0.000  0.153  0.004  0.971
   0.458   -14.347  0.000  0.000  0.000  0.000  0.068  0.740  0.000  0.158  0.004  0.971
   0.449   -14.347  0.000  0.000  0.000  0.000  0.068  0.735  0.000  0.164  0.004  0.971
   0.440   -14.347  0.000  0.000  0.000  0.000  0.068  0.729  0.000  0.170  0.004  0.971
   0.431   -14.348  0.000  0.000  0.000  0.000  0.068  0.723  0.000  0.175  0.004  0.971
   0.422   -14.348  0.000  0.000  0.000  0.000  0.067  0.719  0.000  0.180  0.004  0.971
   0.413   -14.348  0.000  0.000  0.000  0.000  0.066  0.713  0.000  0.186  0.006  0.971
   0.404   -14.348  0.000  0.000  0.000  0.000  0.066  0.707  0.000  0.192  0.006  0.971
   0.395   -14.349  0.000  0.000  0.000  0.000  0.066  0.701  0.000  0.198  0.006  0.971
   0.386   -14.349  0.000  0.000  0.000  0.000  0.065  0.697  0.000  0.204  0.006  0.971
   0.377   -14.349  0.000  0.000  0.000  0.000  0.064  0.691  0.000  0.209  0.006  0.970
   0.368   -14.350  0.000  0.000  0.000  0.000  0.064  0.685  0.000  0.215  0.007  0.970
   0.359   -14.350  0.000  0.000  0.000  0.000  0.064  0.679  0.000  0.220  0.008  0.970
   0.350   -14.350  0.000  0.000  0.000  0.000  0.062  0.673  0.000  0.226  0.008  0.970
   0.341   -14.350  0.000  0.000  0.000  0.000  0.062  0.667  0.000  0.232  0.008  0.970
   0.332   -14.351  0.000  0.000  0.000  0.000  0.062  0.661  0.000  0.238  0.008  0.970
   0.323   -14.351  0.000  0.000  0.000  0.000  0.061  0.656  0.000  0.244  0.010  0.970
   0.314   -14.351  0.000  0.000  0.000  0.000  0.060  0.651  0.000  0.250  0.010  0.970
   0.305   -14.351  0.000  0.000  0.000  0.000  0.060  0.645  0.000  0.256  0.010  0.970
   0.296   -14.352  0.000  0.000  0.000  0.000  0.059  0.639  0.000  0.262  0.010  0.970
   0.287   -14.352  0.000  0.000  0.000  0.000  0.058  0.633  0.000  0.268  0.012  0.970
   0.278   -14.352  0.000  0.000  0.000  0.000  0.058  0.627  0.000  0.274  0.012  0.970
   0.269   -14.352  0.000  0.000  0.000  0.000  0.057  0.621  0.000  0.279  0.012  0.970
   0.260   -14.352  0.000  0.000  0.000  0.000  0.056  0.615  0.000  0.285  0.014  0.970
   0.251   -14.353  0.000  0.000  0.000  0.000  0.056  0.609  0.000  0.291  0.014  0.970
   0.242   -14.353  0.000  0.000  0.000  0.000  0.054  0.603  0.000  0.297  0.014  0.970
   0.233   -14.353  0.000  0.000  0.000  0.000  0.054  0.598  0.000  0.303  0.015  0.970
   0.224   -14.353  0.000  0.000  0.000  0.000  0.054  0.592  0.000  0.309  0.016  0.970
   0.215   -14.353  0.000  0.000  0.000  0.000  0.052  0.587  0.000  0.315  0.016  0.970
   0.206   -14.354  0.000  0.000  0.000  0.000  0.052  0.581  0.000  0.321  0.017  0.970
   0.197   -14.354  0.000  0.000  0.000  0.000  0.051  0.575  0.000  0.327  0.018  0.970
   0.188   -14.354  0.000  0.000  0.000  0.000  0.050  0.569  0.000  0.332  0.018  0.970
   0.179   -14.354  0.000  0.000  0.000  0.000  0.050  0.563  0.000  0.338  0.019  0.970
   0.170   -14.354  0.000  0.000  0.000  0.000  0.048  0.557  0.000  0.344  0.020  0.970
   0.162   -14.354  0.000  0.000  0.000  0.000  0.048  0.551  0.000  0.350  0.020  0.970
   0.153   -14.355  0.000  0.000  0.000  0.000  0.048  0.545  0.000  0.356  0.022  0.970
   0.144   -14.355  0.000  0.000  0.000  0.000  0.046  0.540  0.000  0.362  0.022  0.970
   0.135   -14.355  0.000  0.000  0.000  0.000  0.046  0.535  0.000  0.367  0.022  0.970
   0.126   -14.355  0.000  0.000  0.000  0.000  0.044  0.529  0.000  0.373  0.024  0.970
   0.117   -14.355  0.000  0.000  0.000  0.000  0.044  0.523  0.000  0.379  0.024  0.970
   0.108   -14.355  0.000  0.000  0.000  0.000  0.044  0.517  0.000  0.385  0.024  0.970
   0.099   -14.355  0.000  0.000  0.000  0.000  0.042  0.511  0.000  0.390  0.026  0.970
   0.090   -14.355  0.000  0.000  0.000  0.000  0.042  0.506  0.000  0.396  0.026  0.970
   0.081   -14.355  0.000  0.000  0.000  0.000  0.040  0.501  0.000  0.401  0.026  0.970
   0.072   -14.355  0.000  0.000  0.000  0.000  0.040  0.495  0.000  0.407  0.028  0.970
   0.063   -14.355  0.000  0.000  0.000  0.000  0.040  0.489  0.000  0.413  0.028  0.970
   0.054   -14.355  0.000  0.000  0.000  0.000  0.038  0.484  0.000  0.418  0.030  0.970
   0.045   -14.356  0.000  0.000  0.000  0.000  0.038  0.479  0.000  0.424  0.030  0.970
   0.036   -14.356  0.000  0.000  0.000  0.000  0.037  0.473  0.000  0.429  0.030  0.970
   0.027   -14.356  0.000  0.000  0.000  0.000  0.036  0.467  0.000  0.435  0.032  0.970
   0.018   -14.356  0.000  0.000  0.000  0.000  0.036  0.462  0.000  0.440  0.032  0.970
   0.009   -14.356  0.000  0.000  0.000  0.000  0.034  0.457  0.000  0.445  0.033  0.970
   0.000   -14.356  0.000  0.000  0.000  0.000  0.034  0.451  0.000  0.451  0.034  0.970
#Band-index    5
   0.000   -14.255  0.000  0.000  0.000  0.000  0.287  0.199  0.000  0.200  0.289  0.975
   0.009   -14.255  0.000  0.000  0.000  0.000  0.276  0.195  0.000  0.203  0.300  0.975
   0.018   -14.255  0.000  0.000  0.000  0.000  0.265  0.192  0.000  0.206  0.312  0.975
   0.027   -14.256  0.000  0.000  0.000  0.000  0.254  0.189  0.000  0.209  0.323  0.975
   0.036   -14.256  0.000  0.000  0.000  0.000  0.243  0.185  0.000  0.213  0.334  0.975
   0.045   -14.256  0.000  0.000  0.000  0.000  0.232  0.181  0.000  0.216  0.345  0.974
   0.054   -14.256  0.000  0.000  0.000  0.000  0.221  0.178  0.000  0.219  0.357  0.974
   0.063   -14.256  0.000  0.000  0.000  0.000  0.210  0.174  0.000  0.222  0.367  0.974
   0.072   -14.256  0.000  0.000  0.000  0.000  0.200  0.171  0.000  0.225  0.378  0.974
   0.081   -14.256  0.000  0.000  0.000  0.000  0.190  0.167  0.000  0.229  0.389  0.974
   0.090   -14.256  0.000  0.000  0.000  0.000  0.180  0.163  0.000  0.231  0.399  0.974
   0.099   -14.256  0.000  0.000  0.000  0.000  0.170  0.160  0.000  0.234  0.409  0.974
   0.108   -14.257  0.000  0.000  0.000  0.000  0.162  0.156  0.000  0.237  0.419  0.974
   0.117   -14.257  0.000  0.000  0.000  0.000  0.152  0.153  0.000  0.240  0.429  0.974
   0.126   -14.257  0.000  0.000  0.000  0.000  0.144  0.149  0.000  0.243  0.439  0.974
   0.135   -14.257  0.000  0.000  0.000  0.000  0.136  0.146  0.000  0.245  0.447  0.974
   0.144   -14.257  0.000  0.000  0.000  0.000  0.128  0.142  0.000  0.248  0.457  0.974
   0.153   -14.258  0.000  0.000  0.000  0.000  0.120  0.139  0.000  0.251  0.465  0.974
   0.162   -14.258  0.000  0.000  0.000  0.000  0.112  0.136  0.000  0.253  0.473  0.974
   0.170   -14.258  0.000  0.000  0.000  0.000  0.106  0.132  0.000  0.255  0.480  0.974
   0.179   -14.258  0.000  0.000  0.000  0.000  0.100  0.129  0.000  0.258  0.487  0.974
   0.188   -14.259  0.000  0.000  0.000  0.000  0.094  0.126  0.000  0.260  0.495  0.974
   0.197   -14.259  0.000  0.000  0.000  0.000  0.088  0.123  0.000  0.262  0.501  0.974
   0.206   -14.259  0.000  0.000  0.000  0.000  0.082  0.120  0.002  0.265  0.507  0.974
   0.215   -14.259  0.000  0.000  0.000  0.000  0.076  0.117  0.002  0.267  0.513  0.974
   0.224   -14.260  0.000  0.000  0.000  0.000  0.072  0.114  0.002  0.269  0.519  0.974
   0.233   -14.260  0.000  0.000  0.000  0.000  0.066  0.112  0.002  0.271  0.523  0.974
   0.242   -14.260  0.000  0.000  0.000  0.000  0.062  0.109  0.002  0.273  0.529  0.974
   0.251   -14.261  0.000  0.000  0.000  0.000  0.058  0.106  0.002  0.275  0.533  0.974
   0.260   -14.261  0.000  0.000  0.000  0.000  0.054  0.104  0.002  0.277  0.537  0.974
   0.269   -14.261  0.000  0.000  0.000  0.000  0.050  0.102  0.002  0.279  0.541  0.974
   0.278   -14.262  0.000  0.000  0.000  0.000  0.048  0.099  0.002  0.281  0.545  0.974
   0.287   -14.262  0.000  0.000  0.000  0.000  0.044  0.096  0.002  0.283  0.549  0.974
   0.296   -14.262  0.000  0.000  0.000  0.000  0.041  0.094  0.002  0.285  0.551  0.974
   0.305   -14.263  0.000  0.000  0.000  0.000  0.038  0.092  0.002  0.287  0.555  0.974
   0.314   -14.263  0.000  0.000  0.000  0.000  0.036  0.090  0.002  0.289  0.557  0.974
   0.323   -14.264  0.000  0.000  0.000  0.000  0.033  0.088  0.002  0.291  0.560  0.974
   0.332   -14.264  0.000  0.000  0.000  0.000  0.030  0.086  0.002  0.293  0.563  0.974
   0.341   -14.264  0.000  0.000  0.000  0.000  0.028  0.084  0.004  0.295  0.565  0.974
   0.350   -14.265  0.000  0.000  0.000  0.000  0.026  0.082  0.004  0.297  0.567  0.974
   0.359   -14.265  0.000  0.000  0.000  0.000  0.024  0.080  0.004  0.299  0.568  0.974
   0.368   -14.265  0.000  0.000  0.000  0.000  0.022  0.078  0.004  0.301  0.569  0.974
   0.377   -14.266  0.000  0.000  0.000  0.000  0.022  0.076  0.004  0.303  0.571  0.974
   0.386   -14.266  0.000  0.000  0.000  0.000  0.020  0.074  0.004  0.305  0.573  0.974
   0.395   -14.266  0.000  0.000  0.000  0.000  0.018  0.072  0.004  0.307  0.573  0.974
   0.404   -14.267  0.000  0.000  0.000  0.000  0.016  0.070  0.004  0.309  0.575  0.974
   0.413   -14.267  0.000  0.000  0.000  0.000  0.016  0.068  0.004  0.311  0.575  0.974
   0.422   -14.268  0.000  0.000  0.000  0.000  0.014  0.066  0.004  0.313  0.577  0.974
   0.431   -14.268  0.000  0.000  0.000  0.000  0.014  0.064  0.004  0.315  0.577  0.974
   0.440   -14.268  0.000  0.000  0.000  0.000  0.012  0.062  0.006  0.317  0.577  0.974
   0.449   -14.269  0.000  0.000  0.000  0.000  0.012  0.060  0.006  0.319  0.579  0.974
   0.458   -14.269  0.000  0.000  0.000  0.000  0.010  0.058  0.006  0.321  0.579  0.974
   0.467   -14.269  0.000  0.000  0.000  0.000  0.010  0.057  0.006  0.323  0.579  0.974
   0.476   -14.270  0.000  0.000  0.000  0.000  0.008  0.056  0.006  0.325  0.579  0.974
   0.485   -14.270  0.000  0.000  0.000  0.000  0.008  0.054  0.006  0.327  0.579  0.974
   0.494   -14.270  0.000  0.000  0.000  0.000  0.008  0.052  0.006  0.329  0.579  0.974
   0.503   -14.271  0.000  0.000  0.000  0.000  0.006  0.050  0.006  0.331  0.579  0.974
   0.511   -14.271  0.000  0.000  0.000  0.000  0.006  0.048  0.006  0.333  0.579  0.974
   0.520   -14.271  0.000  0.000  0.000  0.000  0.006  0.046  0.006  0.335  0.579  0.974
   0.529   -14.272  0.000  0.000  0.000  0.000  0.006  0.045  0.006  0.337  0.579  0.974
   0.538   -14.272  0.000  0.000  0.000  0.000  0.004  0.044  0.008  0.339  0.579  0.974
   0.547   -14.272  0.000  0.000  0.000  0.000  0.004  0.042  0.008  0.341  0.579  0.974
   0.556   -14.273  0.000  0.000  0.000  0.000  0.004  0.040  0.008  0.343  0.579  0.974
   0.565   -14.273  0.000  0.000  0.000  0.000  0.004  0.038  0.008  0.345  0.579  0.974
   0.574   -14.273  0.000  0.000  0.000  0.000  0.004  0.036  0.008  0.347  0.579  0.974
   0.583   -14.274  0.000  0.000  0.000  0.000  0.004  0.036  0.008  0.349  0.579  0.974
   0.592   -14.274  0.000  0.000  0.000  0.000  0.002  0.034  0.008  0.351  0.579  0.974
   0.601   -14.274  0.000  0.000  0.000  0.000  0.002  0.032  0.008  0.353  0.577  0.974
   0.610   -14.274  0.000  0.000  0.000  0.000  0.002  0.030  0.008  0.355  0.577  0.974
   0.619   -14.275  0.000  0.000  0.000  0.000  0.002  0.028  0.008  0.357  0.577  0.974
   0.628   -14.275  0.000  0.000  0.000  0.000  0.002  0.028  0.008  0.359  0.577  0.974
   0.637   -14.275  0.000  0.000  0.000  0.000  0.002  0.026  0.010  0.359  0.577  0.974
   0.646   -14.275  0.000  0.000  0.000  0.000  0.002  0.024  0.010  0.361  0.576  0.974
   0.655   -14.276  0.000  0.000  0.000  0.000  0.002  0.022  0.010  0.363  0.575  0.974
   0.664   -14.276  0.000  0.000  0.000  0.000  0.002  0.022  0.010  0.365  0.575  0.974
   0.673   -14.276  0.000  0.000  0.000  0.000  0.002  0.020  0.010  0.367  0.575  0.974
   0.682   -14.276  0.000  0.000  0.000  0.000  0.000  0.018  0.010  0.369  0.575  0.974
   0.691   -14.277  0.000  0.000  0.000  0.000  0.000  0.017  0.010  0.371  0.575  0.974
   0.700   -14.277  0.000  0.000  0.000  0.000  0.000  0.016  0.010  0.373  0.573  0.973
   0.709   -14.277  0.000  0.000  0.000  0.000  0.000  0.014  0.010  0.373  0.573  0.973
   0.718   -14.277  0.000  0.000  0.000  0.000  0.000  0.014  0.010  0.375  0.573  0.973
   0.727   -14.277  0.000  0.000  0.000  0.000  0.000  0.012  0.010  0.377  0.573  0.973
   0.736   -14.278  0.000  0.000  0.000  0.000  0.000  0.010  0.010  0.379  0.573  0.973
   0.745   -14.278  0.000  0.000  0.000  0.000  0.000  0.010  0.010  0.379  0.572  0.973
   0.754   -14.278  0.000  0.000  0.000  0.000  0.000  0.008  0.010  0.381  0.572  0.972
   0.763   -14.278  0.000  0.000  0.000  0.000  0.000  0.008  0.010  0.383  0.571  0.972
   0.772   -14.278  0.000  0.000  0.000  0.000  0.000  0.006  0.012  0.383  0.571  0.972
   0.781   -14.278  0.000  0.000  0.000  0.000  0.000  0.006  0.012  0.385  0.571  0.972
   0.790   -14.278  0.000  0.000  0.000  0.000  0.000  0.004  0.012  0.385  0.571  0.972
   0.799   -14.278  0.000  0.000  0.000  0.000  0.000  0.004  0.012  0.387  0.571  0.972
   0.808   -14.279  0.000  0.000  0.000  0.000  0.000  0.004  0.012  0.387  0.571  0.972
   0.817   -14.279  0.000  0.000  0.000  0.000  0.000  0.002  0.012  0.389  0.571  0.972
   0.826   -14.279  0.000  0.000  0.000  0.000  0.000  0.002  0.012  0.389  0.570  0.972
   0.835   -14.279  0.000  0.000  0.000  0.000  0.000  0.002  0.012  0.389  0.570  0.972
   0.843   -14.279  0.000  0.000  0.000  0.000  0.000  0.000  0.012  0.390  0.570  0.972
   0.852   -14.279  0.000  0.000  0.000  0.000  0.000  0.000  0.012  0.391  0.569  0.972
   0.861   -14.279  0.000  0.000  0.000  0.000  0.000  0.000  0.012  0.391  0.569  0.972
   0.870   -14.279  0.000  0.000  0.000  0.000  0.000  0.000  0.012  0.391  0.569  0.972
   0.879   -14.279  0.000  0.000  0.000  0.000  0.000  0.000  0.012  0.391  0.569  0.972
   0.888   -14.279  0.000  0.000  0.000  0.000  0.000  0.000  0.012  0.391  0.569  0.972
   0.888   -14.279  0.000  0.000  0.000  0.000  0.000  0.000  0.012  0.391  0.569  0.972
   0.899   -14.279  0.000  0.000  0.000  0.000  0.000  0.000  0.012  0.391  0.569  0.972
   0.909   -14.279  0.000  0.000  0.000  0.000  0.000  0.000  0.012  0.391  0.569  0.972
   0.919   -14.279  0.000  0.000  0.000  0.000  0.000  0.000  0.012  0.391  0.569  0.972
   0.930   -14.279  0.000  0.000  0.000  0.000  0.000  0.000  0.012  0.391  0.569  0.972
   0.940   -14.279  0.000  0.000  0.000  0.000  0.000  0.000  0.012  0.391  0.569  0.972
   0.950   -14.279  0.000  0.000  0.000  0.000  0.000  0.000  0.012  0.391  0.570  0.972
   0.961   -14.279  0.000  0.000  0.000  0.000  0.000  0.000  0.012  0.391  0.570  0.972
   0.971   -14.279  0.000  0.000  0.000  0.000  0.000  0.000  0.012  0.391  0.570  0.972
   0.982   -14.279  0.000  0.000  0.000  0.000  0.000  0.000  0.012  0.391  0.571  0.972
   0.992   -14.278  0.000  0.000  0.000  0.000  0.000  0.000  0.012  0.391  0.571  0.972
   1.002   -14.278  0.000  0.000  0.000  0.000  0.000  0.000  0.010  0.391  0.571  0.972
   1.013   -14.278  0.000  0.000  0.000  0.000  0.000  0.000  0.010  0.391  0.571  0.973
   1.023   -14.278  0.000  0.000  0.000  0.000  0.000  0.000  0.010  0.391  0.571  0.973
   1.033   -14.278  0.000  0.000  0.000  0.000  0.000  0.000  0.010  0.391  0.571  0.973
   1.044   -14.278  0.000  0.000  0.000  0.000  0.000  0.000  0.010  0.391  0.571  0.973
   1.054   -14.278  0.000  0.000  0.000  0.000  0.000  0.000  0.010  0.391  0.571  0.973
   1.064   -14.277  0.000  0.000  0.000  0.000  0.000  0.000  0.010  0.391  0.572  0.973
   1.075   -14.277  0.000  0.000  0.000  0.000  0.000  0.000  0.010  0.391  0.573  0.973
   1.085   -14.277  0.000  0.000  0.000  0.000  0.000  0.000  0.010  0.391  0.573  0.973
   1.095   -14.277  0.000  0.000  0.000  0.000  0.000  0.000  0.010  0.391  0.573  0.974
   1.106   -14.277  0.000  0.000  0.000  0.000  0.000  0.000  0.010  0.391  0.573  0.974
   1.116   -14.276  0.000  0.000  0.000  0.000  0.000  0.000  0.010  0.390  0.573  0.974
   1.126   -14.276  0.000  0.000  0.000  0.000  0.000  0.000  0.010  0.390  0.574  0.974
   1.137   -14.276  0.000  0.000  0.000  0.000  0.000  0.000  0.008  0.389  0.575  0.974
   1.147   -14.276  0.000  0.000  0.000  0.000  0.000  0.000  0.008  0.389  0.575  0.974
   1.157   -14.275  0.000  0.000  0.000  0.000  0.000  0.000  0.008  0.389  0.575  0.974
   1.168   -14.275  0.000  0.000  0.000  0.000  0.000  0.000  0.008  0.389  0.575  0.974
   1.178   -14.275  0.000  0.000  0.000  0.000  0.000  0.000  0.008  0.389  0.576  0.974
   1.189   -14.275  0.000  0.000  0.000  0.000  0.000  0.000  0.008  0.389  0.577  0.974
   1.199   -14.274  0.000  0.000  0.000  0.000  0.000  0.000  0.008  0.389  0.577  0.974
   1.209   -14.274  0.000  0.000  0.000  0.000  0.000  0.000  0.008  0.389  0.577  0.974
   1.220   -14.274  0.000  0.000  0.000  0.000  0.000  0.000  0.008  0.389  0.578  0.974
   1.230   -14.273  0.000  0.000  0.000  0.000  0.000  0.000  0.006  0.389  0.579  0.974
   1.240   -14.273  0.000  0.000  0.000  0.000  0.000  0.000  0.006  0.388  0.579  0.974
   1.251   -14.273  0.000  0.000  0.000  0.000  0.000  0.000  0.006  0.387  0.579  0.974
   1.261   -14.272  0.000  0.000  0.000  0.000  0.000  0.000  0.006  0.387  0.580  0.974
   1.271   -14.272  0.000  0.000  0.000  0.000  0.000  0.000  0.006  0.387  0.581  0.974
   1.282   -14.272  0.000  0.000  0.000  0.000  0.000  0.000  0.006  0.387  0.581  0.974
   1.292   -14.271  0.000  0.000  0.000  0.000  0.000  0.000  0.006  0.387  0.581  0.974
   1.302   -14.271  0.000  0.000  0.000  0.000  0.000  0.000  0.006  0.387  0.582  0.974
   1.313   -14.271  0.000  0.000  0.000  0.000  0.000  0.000  0.006  0.386  0.583  0.974
   1.323   -14.270  0.000  0.000  0.000  0.000  0.000  0.000  0.006  0.385  0.583  0.974
   1.333   -14.270  0.000  0.000  0.000  0.000  0.000  0.000  0.004  0.385  0.584  0.974
   1.344   -14.270  0.000  0.000  0.000  0.000  0.000  0.000  0.004  0.385  0.585  0.974
   1.354   -14.269  0.000  0.000  0.000  0.000  0.000  0.000  0.004  0.385  0.585  0.974
   1.365   -14.269  0.000  0.000  0.000  0.000  0.000  0.000  0.004  0.384  0.586  0.974
   1.375   -14.269  0.000  0.000  0.000  0.000  0.000  0.000  0.004  0.383  0.587  0.974
   1.385   -14.268  0.000  0.000  0.000  0.000  0.000  0.000  0.004  0.383  0.587  0.975
   1.396   -14.268  0.000  0.000  0.000  0.000  0.000  0.000  0.004  0.383  0.588  0.975
   1.406   -14.268  0.000  0.000  0.000  0.000  0.000  0.000  0.004  0.383  0.589  0.975
   1.416   -14.267  0.000  0.000  0.000  0.000  0.000  0.000  0.004  0.381  0.590  0.975
   1.427   -14.267  0.000  0.000  0.000  0.000  0.000  0.000  0.004  0.381  0.590  0.975
   1.437   -14.267  0.000  0.000  0.000  0.000  0.000  0.000  0.004  0.381  0.591  0.975
   1.447   -14.266  0.000  0.000  0.000  0.000  0.000  0.000  0.002  0.380  0.592  0.975
   1.458   -14.266  0.000  0.000  0.000  0.000  0.000  0.000  0.002  0.379  0.593  0.975
   1.468   -14.265  0.000  0.000  0.000  0.000  0.000  0.000  0.002  0.379  0.594  0.975
   1.478   -14.265  0.000  0.000  0.000  0.000  0.000  0.000  0.002  0.379  0.594  0.975
   1.489   -14.265  0.000  0.000  0.000  0.000  0.000  0.000  0.002  0.377  0.596  0.975
   1.499   -14.264  0.000  0.000  0.000  0.000  0.000  0.000  0.002  0.377  0.596  0.975
   1.509   -14.264  0.000  0.000  0.000  0.000  0.000  0.000  0.002  0.376  0.598  0.975
   1.520   -14.264  0.000  0.000  0.000  0.000  0.000  0.000  0.002  0.375  0.598  0.976
   1.530   -14.263  0.000  0.000  0.000  0.000  0.000  0.000  0.002  0.375  0.600  0.976
   1.540   -14.263  0.000  0.000  0.000  0.000  0.000  0.000  0.002  0.374  0.600  0.976
   1.551   -14.263  0.000  0.000  0.000  0.000  0.000  0.000  0.002  0.373  0.602  0.976
   1.561   -14.262  0.000  0.000  0.000  0.000  0.000  0.000  0.002  0.372  0.602  0.976
   1.572   -14.262  0.000  0.000  0.000  0.000  0.000  0.000  0.002  0.371  0.604  0.976
   1.582   -14.262  0.000  0.000  0.000  0.000  0.000  0.000  0.002  0.370  0.604  0.976
   1.592   -14.261  0.000  0.000  0.000  0.000  0.000  0.000  0.002  0.369  0.606  0.977
