#K-Path    Energy     s     py     pz     px    dxy    dyz    dz2    dxz  x2-y2    tot
#Band-index    1
   2.208   -14.456  0.005  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.005
   2.213   -14.457  0.004  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   2.218   -14.457  0.004  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   2.224   -14.457  0.004  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   2.229   -14.457  0.004  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   2.234   -14.457  0.003  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   2.239   -14.457  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.003
   2.244   -14.457  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.250   -14.457  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.255   -14.457  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.260   -14.457  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.265   -14.457  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.270   -14.457  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.275   -14.457  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.281   -14.457  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.286   -14.457  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.291   -14.457  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.296   -14.457  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.301   -14.457  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.306   -14.457  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.001
   2.312   -14.457  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.317   -14.456  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.322   -14.456  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.327   -14.456  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.332   -14.456  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.338   -14.456  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.343   -14.456  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.348   -14.456  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.353   -14.456  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.358   -14.456  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.363   -14.456  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.369   -14.456  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.374   -14.456  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.379   -14.456  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.384   -14.456  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.389   -14.456  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.394   -14.456  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.400   -14.456  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.405   -14.456  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.410   -14.456  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.415   -14.456  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.420   -14.456  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.426   -14.456  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
#Band-index    4
   2.426   -14.356  0.000  0.002  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.004
   2.420   -14.356  0.000  0.002  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.004
   2.415   -14.356  0.000  0.002  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.004
   2.410   -14.355  0.000  0.002  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.004
   2.405   -14.355  0.000  0.002  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.004
   2.400   -14.355  0.000  0.002  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.004
   2.394   -14.355  0.000  0.002  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.004
   2.389   -14.355  0.000  0.002  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.004
   2.384   -14.355  0.000  0.002  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.004
   2.379   -14.355  0.000  0.002  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.004
   2.374   -14.354  0.000  0.002  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.004
   2.369   -14.354  0.000  0.002  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.004
   2.363   -14.354  0.000  0.002  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.004
   2.358   -14.353  0.000  0.002  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.004
   2.353   -14.353  0.000  0.002  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.004
   2.348   -14.353  0.000  0.002  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.004
   2.343   -14.352  0.000  0.002  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.004
   2.338   -14.352  0.000  0.002  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.004
   2.332   -14.352  0.000  0.002  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.004
   2.327   -14.351  0.000  0.002  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.004
   2.322   -14.351  0.000  0.002  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.004
   2.317   -14.351  0.000  0.002  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.004
   2.312   -14.350  0.000  0.002  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.004
   2.306   -14.350  0.000  0.002  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.004
   2.301   -14.349  0.000  0.002  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.004
   2.296   -14.349  0.000  0.002  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.004
   2.291   -14.348  0.000  0.002  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.004
   2.286   -14.348  0.000  0.002  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.004
   2.281   -14.348  0.000  0.002  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.004
   2.275   -14.347  0.000  0.002  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.004
   2.270   -14.347  0.000  0.002  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.004
   2.265   -14.346  0.000  0.002  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.004
   2.260   -14.346  0.000  0.002  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.004
   2.255   -14.345  0.000  0.002  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.004
   2.250   -14.345  0.000  0.002  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.004
   2.244   -14.345  0.000  0.002  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.004
   2.239   -14.344  0.000  0.002  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.004
   2.234   -14.344  0.000  0.002  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.004
   2.229   -14.343  0.000  0.002  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.004
   2.224   -14.343  0.000  0.002  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.004
   2.218   -14.343  0.000  0.002  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.004
   2.213   -14.342  0.000  0.002  0.000  0.001  0.000  0.000  0.000  0.000  0.000  0.004
   2.208   -14.342  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   2.203   -14.342  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   2.198   -14.341  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   2.193   -14.341  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   2.187   -14.341  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   2.182   -14.340  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   2.177   -14.340  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   2.172   -14.340  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   2.167   -14.339  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   2.162   -14.339  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   2.156   -14.339  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   2.151   -14.339  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   2.146   -14.339  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   2.141   -14.338  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   2.136   -14.338  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   2.131   -14.338  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   2.125   -14.338  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   2.120   -14.338  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   2.115   -14.338  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   2.110   -14.338  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   2.105   -14.338  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   2.099   -14.338  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   2.094   -14.338  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   2.089   -14.338  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   2.084   -14.338  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   2.079   -14.338  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   2.074   -14.338  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   2.068   -14.338  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   2.063   -14.338  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   2.058   -14.338  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   2.053   -14.337  0.038  0.000  0.002  0.002  0.000  0.000  0.000  0.000  0.000  0.042
   2.048   -14.333  0.036  0.000  0.002  0.002  0.000  0.000  0.000  0.000  0.000  0.040
   2.043   -14.328  0.034  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.038
   2.037   -14.324  0.032  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.036
   2.032   -14.320  0.030  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.034
   2.027   -14.316  0.028  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.032
   2.022   -14.312  0.026  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.030
   2.017   -14.308  0.024  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.028
   2.011   -14.304  0.022  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.026
   2.006   -14.301  0.020  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.024
   2.001   -14.297  0.018  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.022
   1.996   -14.294  0.018  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.020
   1.991   -14.291  0.016  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.020
   1.986   -14.288  0.014  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.018
   1.980   -14.285  0.012  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.016
   1.975   -14.282  0.010  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.014
   1.970   -14.280  0.008  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.012
   1.965   -14.277  0.008  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.012
   1.960   -14.275  0.006  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.010
   1.955   -14.273  0.004  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.008
   1.949   -14.272  0.004  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.008
   1.944   -14.270  0.002  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.006
   1.939   -14.269  0.002  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.006
   1.934   -14.268  0.002  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.004
   1.929   -14.267  0.000  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.004
   1.923   -14.266  0.000  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.004
   1.918   -14.266  0.000  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.004
   1.913   -14.266  0.000  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.004
   1.913   -14.266  0.000  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.004
   1.903   -14.266  0.000  0.000  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.004
   1.892   -14.266  0.000  0.000  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.004
   1.882   -14.267  0.000  0.000  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.004
   1.872   -14.267  0.000  0.000  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.004
   1.861   -14.268  0.002  0.000  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.006
   1.851   -14.269  0.002  0.000  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.006
   1.841   -14.270  0.002  0.000  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.006
   1.830   -14.271  0.004  0.000  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.008
   1.820   -14.273  0.004  0.000  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.008
   1.810   -14.275  0.006  0.000  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.010
   1.799   -14.276  0.006  0.000  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.010
   1.789   -14.278  0.008  0.000  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.012
   1.779   -14.280  0.010  0.000  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.012
   1.768   -14.283  0.010  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.014
   1.758   -14.285  0.012  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.016
   1.748   -14.287  0.014  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.018
   1.737   -14.290  0.014  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.018
   1.727   -14.293  0.016  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.020
   1.716   -14.296  0.018  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.022
   1.706   -14.299  0.020  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.024
   1.696   -14.302  0.022  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.025
   1.685   -14.305  0.022  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.026
   1.675   -14.308  0.024  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.028
   1.665   -14.311  0.026  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.030
   1.654   -14.315  0.028  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.032
   1.644   -14.318  0.030  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.034
   1.634   -14.322  0.032  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.036
   1.623   -14.326  0.033  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.036
   1.613   -14.329  0.034  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.038
   1.603   -14.333  0.036  0.000  0.002  0.002  0.000  0.000  0.000  0.000  0.000  0.040
   1.592   -14.337  0.038  0.000  0.002  0.002  0.000  0.000  0.000  0.000  0.000  0.042
   1.582   -14.337  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.572   -14.337  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.561   -14.337  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.551   -14.337  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.540   -14.337  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.530   -14.337  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.520   -14.337  0.000  0.003  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.509   -14.337  0.000  0.003  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.499   -14.337  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.489   -14.337  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.478   -14.336  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.468   -14.336  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.458   -14.336  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.447   -14.336  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.437   -14.336  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.427   -14.336  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.416   -14.336  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.406   -14.336  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.396   -14.336  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.385   -14.336  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.375   -14.336  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.365   -14.336  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.354   -14.336  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.344   -14.336  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.333   -14.336  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.323   -14.336  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.313   -14.336  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.302   -14.336  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.292   -14.336  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.282   -14.336  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.271   -14.336  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.261   -14.336  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.251   -14.336  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.240   -14.336  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.230   -14.336  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.220   -14.336  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.209   -14.336  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.199   -14.336  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.189   -14.336  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.178   -14.336  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.168   -14.336  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.157   -14.336  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.147   -14.336  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.137   -14.336  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.126   -14.336  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.116   -14.336  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.106   -14.337  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.095   -14.337  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.085   -14.337  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.075   -14.337  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.064   -14.337  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.054   -14.337  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.044   -14.337  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.033   -14.337  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.023   -14.337  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.013   -14.337  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.002   -14.337  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   0.992   -14.337  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   0.982   -14.337  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   0.971   -14.337  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   0.961   -14.337  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   0.950   -14.337  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   0.940   -14.337  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   0.930   -14.337  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   0.919   -14.337  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   0.909   -14.337  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   0.899   -14.337  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   0.888   -14.337  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   0.888   -14.337  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   0.879   -14.337  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   0.870   -14.337  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   0.861   -14.337  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   0.852   -14.337  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   0.843   -14.337  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   0.835   -14.337  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   0.826   -14.337  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   0.817   -14.337  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   0.808   -14.337  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   0.799   -14.338  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   0.790   -14.338  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   0.781   -14.338  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   0.772   -14.338  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   0.763   -14.338  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   0.754   -14.338  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   0.745   -14.338  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   0.736   -14.339  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   0.727   -14.339  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   0.718   -14.339  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   0.709   -14.339  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   0.700   -14.339  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   0.691   -14.340  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   0.682   -14.340  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   0.673   -14.340  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   0.664   -14.340  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   0.655   -14.340  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   0.646   -14.341  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   0.637   -14.341  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   0.628   -14.341  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   0.619   -14.341  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   0.610   -14.342  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   0.601   -14.342  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   0.592   -14.342  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   0.583   -14.343  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.004
