# Kpath    Energy     s     py     pz     px    dxy    dyz    dz2    dxz  x2-y2    tot
# Band    1
   0.532    -4.710  0.125  0.050  0.000  0.149  0.000  0.000  0.000  0.000  0.000  0.324
   0.509    -4.521  0.120  0.051  0.000  0.154  0.000  0.000  0.000  0.000  0.000  0.326
   0.486    -4.332  0.114  0.053  0.000  0.160  0.000  0.000  0.000  0.000  0.000  0.328
   0.463    -4.145  0.108  0.055  0.000  0.166  0.000  0.000  0.000  0.000  0.000  0.330
   0.440    -3.959  0.102  0.057  0.000  0.172  0.000  0.000  0.000  0.000  0.000  0.332
   0.416    -3.775  0.096  0.060  0.000  0.179  0.000  0.000  0.000  0.000  0.000  0.334
   0.393    -3.725  0.000  0.000  0.146  0.000  0.000  0.000  0.000  0.000  0.000  0.146
   0.370    -3.782  0.000  0.000  0.146  0.000  0.000  0.000  0.000  0.000  0.000  0.146
   0.347    -3.835  0.000  0.000  0.146  0.000  0.000  0.000  0.000  0.000  0.000  0.146
   0.324    -3.884  0.000  0.000  0.146  0.000  0.000  0.000  0.000  0.000  0.000  0.146
   0.301    -3.931  0.000  0.000  0.146  0.000  0.000  0.000  0.000  0.000  0.000  0.146
   0.278    -3.974  0.000  0.000  0.146  0.000  0.000  0.000  0.000  0.000  0.000  0.146
   0.255    -4.013  0.000  0.000  0.146  0.000  0.000  0.000  0.000  0.000  0.000  0.146
   0.231    -4.050  0.000  0.000  0.146  0.000  0.000  0.000  0.000  0.000  0.000  0.146
   0.208    -4.082  0.000  0.000  0.146  0.000  0.000  0.000  0.000  0.000  0.000  0.146
   0.185    -4.112  0.000  0.000  0.146  0.000  0.000  0.000  0.000  0.000  0.000  0.146
   0.162    -4.138  0.000  0.000  0.146  0.000  0.000  0.000  0.000  0.000  0.000  0.146
   0.139    -4.160  0.000  0.000  0.146  0.000  0.000  0.000  0.000  0.000  0.000  0.146
   0.116    -4.179  0.000  0.000  0.146  0.000  0.000  0.000  0.000  0.000  0.000  0.146
   0.093    -4.195  0.000  0.000  0.146  0.000  0.000  0.000  0.000  0.000  0.000  0.146
   0.069    -4.207  0.000  0.000  0.146  0.000  0.000  0.000  0.000  0.000  0.000  0.146
   0.046    -4.216  0.000  0.000  0.146  0.000  0.000  0.000  0.000  0.000  0.000  0.146
   0.023    -4.221  0.000  0.000  0.146  0.000  0.000  0.000  0.000  0.000  0.000  0.146
   0.000    -4.223  0.000  0.000  0.146  0.000  0.000  0.000  0.000  0.000  0.000  0.146
# Band    3
   0.000    -1.667  0.000  0.104  0.000  0.272  0.000  0.000  0.000  0.000  0.000  0.376
   0.023    -1.676  0.001  0.094  0.000  0.282  0.000  0.000  0.000  0.000  0.000  0.376
   0.046    -1.702  0.002  0.093  0.000  0.280  0.000  0.000  0.000  0.000  0.000  0.375
   0.069    -1.745  0.005  0.092  0.000  0.277  0.000  0.000  0.000  0.000  0.000  0.374
   0.093    -1.804  0.009  0.091  0.000  0.273  0.000  0.000  0.000  0.000  0.000  0.372
   0.116    -1.879  0.013  0.089  0.000  0.268  0.000  0.000  0.000  0.000  0.000  0.370
   0.139    -1.968  0.018  0.087  0.000  0.262  0.000  0.000  0.000  0.000  0.000  0.368
   0.162    -2.070  0.024  0.085  0.000  0.256  0.000  0.000  0.000  0.000  0.000  0.365
   0.185    -2.185  0.030  0.083  0.000  0.249  0.000  0.000  0.000  0.000  0.000  0.363
   0.208    -2.311  0.037  0.081  0.000  0.242  0.000  0.000  0.000  0.000  0.000  0.360
   0.231    -2.447  0.043  0.078  0.000  0.235  0.000  0.000  0.000  0.000  0.000  0.357
   0.255    -2.591  0.050  0.076  0.000  0.228  0.000  0.000  0.000  0.000  0.000  0.354
   0.278    -2.744  0.057  0.073  0.000  0.220  0.000  0.000  0.000  0.000  0.000  0.351
   0.301    -2.903  0.063  0.071  0.000  0.213  0.000  0.000  0.000  0.000  0.000  0.348
   0.324    -3.069  0.070  0.069  0.000  0.206  0.000  0.000  0.000  0.000  0.000  0.345
   0.347    -3.240  0.077  0.066  0.000  0.199  0.000  0.000  0.000  0.000  0.000  0.342
   0.370    -3.415  0.083  0.064  0.000  0.192  0.000  0.000  0.000  0.000  0.000  0.339
   0.393    -3.593  0.090  0.062  0.000  0.185  0.000  0.000  0.000  0.000  0.000  0.337
   0.416    -3.666  0.000  0.000  0.146  0.000  0.000  0.000  0.000  0.000  0.000  0.146
   0.440    -3.603  0.000  0.000  0.146  0.000  0.000  0.000  0.000  0.000  0.000  0.146
   0.463    -3.537  0.000  0.000  0.146  0.000  0.000  0.000  0.000  0.000  0.000  0.146
   0.486    -3.468  0.000  0.000  0.146  0.000  0.000  0.000  0.000  0.000  0.000  0.146
   0.509    -3.395  0.000  0.000  0.146  0.000  0.000  0.000  0.000  0.000  0.000  0.146
   0.532    -3.320  0.000  0.000  0.146  0.000  0.000  0.000  0.000  0.000  0.000  0.146
   0.555    -3.242  0.000  0.000  0.146  0.000  0.000  0.000  0.000  0.000  0.000  0.146
   0.578    -3.160  0.000  0.000  0.146  0.000  0.000  0.000  0.000  0.000  0.000  0.146
   0.602    -3.076  0.000  0.000  0.146  0.000  0.000  0.000  0.000  0.000  0.000  0.146
   0.625    -3.018  0.000  0.252  0.000  0.084  0.000  0.000  0.000  0.000  0.000  0.336
   0.648    -3.073  0.000  0.251  0.000  0.084  0.000  0.000  0.000  0.000  0.000  0.335
   0.671    -3.126  0.000  0.251  0.000  0.084  0.000  0.000  0.000  0.000  0.000  0.334
   0.694    -3.177  0.000  0.250  0.000  0.083  0.000  0.000  0.000  0.000  0.000  0.333
   0.717    -3.226  0.000  0.250  0.000  0.083  0.000  0.000  0.000  0.000  0.000  0.333
   0.740    -3.273  0.000  0.249  0.000  0.083  0.000  0.000  0.000  0.000  0.000  0.332
   0.764    -3.317  0.000  0.248  0.000  0.083  0.000  0.000  0.000  0.000  0.000  0.331
   0.787    -3.359  0.000  0.248  0.000  0.083  0.000  0.000  0.000  0.000  0.000  0.331
   0.810    -3.399  0.000  0.248  0.000  0.083  0.000  0.000  0.000  0.000  0.000  0.330
   0.833    -3.436  0.000  0.247  0.000  0.082  0.000  0.000  0.000  0.000  0.000  0.330
   0.856    -3.470  0.000  0.247  0.000  0.082  0.000  0.000  0.000  0.000  0.000  0.329
   0.879    -3.502  0.000  0.246  0.000  0.082  0.000  0.000  0.000  0.000  0.000  0.329
   0.902    -3.532  0.000  0.246  0.000  0.082  0.000  0.000  0.000  0.000  0.000  0.328
   0.925    -3.558  0.000  0.246  0.000  0.082  0.000  0.000  0.000  0.000  0.000  0.328
   0.949    -3.582  0.000  0.246  0.000  0.082  0.000  0.000  0.000  0.000  0.000  0.328
   0.972    -3.603  0.000  0.245  0.000  0.082  0.000  0.000  0.000  0.000  0.000  0.327
   0.995    -3.621  0.000  0.245  0.000  0.082  0.000  0.000  0.000  0.000  0.000  0.327
   1.018    -3.637  0.000  0.245  0.000  0.082  0.000  0.000  0.000  0.000  0.000  0.327
   1.041    -3.650  0.000  0.245  0.000  0.082  0.000  0.000  0.000  0.000  0.000  0.327
   1.064    -3.660  0.000  0.245  0.000  0.082  0.000  0.000  0.000  0.000  0.000  0.327
   1.087    -3.667  0.000  0.245  0.000  0.082  0.000  0.000  0.000  0.000  0.000  0.327
   1.111    -3.671  0.000  0.245  0.000  0.082  0.000  0.000  0.000  0.000  0.000  0.326
   1.134    -3.673  0.000  0.245  0.000  0.082  0.000  0.000  0.000  0.000  0.000  0.326
   1.134    -3.673  0.000  0.245  0.000  0.082  0.000  0.000  0.000  0.000  0.000  0.326
   1.147    -3.676  0.000  0.245  0.000  0.082  0.000  0.000  0.000  0.000  0.000  0.326
   1.160    -3.685  0.001  0.244  0.000  0.082  0.000  0.000  0.000  0.000  0.000  0.326
   1.174    -3.701  0.001  0.243  0.000  0.081  0.000  0.000  0.000  0.000  0.000  0.326
   1.187    -3.723  0.002  0.242  0.000  0.081  0.000  0.000  0.000  0.000  0.000  0.325
   1.201    -3.751  0.003  0.240  0.000  0.081  0.000  0.000  0.000  0.000  0.000  0.324
   1.214    -3.784  0.005  0.238  0.000  0.081  0.000  0.000  0.000  0.000  0.000  0.323
   1.227    -3.823  0.007  0.235  0.000  0.080  0.000  0.000  0.000  0.000  0.000  0.322
   1.241    -3.867  0.008  0.233  0.000  0.080  0.000  0.000  0.000  0.000  0.000  0.321
   1.254    -3.916  0.010  0.230  0.000  0.080  0.000  0.000  0.000  0.000  0.000  0.320
   1.267    -3.969  0.012  0.227  0.000  0.079  0.000  0.000  0.000  0.000  0.000  0.318
   1.281    -4.027  0.014  0.224  0.000  0.079  0.000  0.000  0.000  0.000  0.000  0.317
   1.294    -4.088  0.017  0.220  0.000  0.079  0.000  0.000  0.000  0.000  0.000  0.316
   1.307    -4.153  0.019  0.217  0.000  0.078  0.000  0.000  0.000  0.000  0.000  0.314
   1.321    -4.221  0.021  0.213  0.000  0.078  0.000  0.000  0.000  0.000  0.000  0.312
   1.334    -4.292  0.023  0.210  0.000  0.078  0.000  0.000  0.000  0.000  0.000  0.311
   1.347    -4.365  0.025  0.206  0.000  0.077  0.000  0.000  0.000  0.000  0.000  0.309
   1.361    -4.440  0.027  0.203  0.000  0.077  0.000  0.000  0.000  0.000  0.000  0.307
   1.374    -4.518  0.029  0.199  0.000  0.077  0.000  0.000  0.000  0.000  0.000  0.306
   1.388    -4.596  0.031  0.196  0.000  0.077  0.000  0.000  0.000  0.000  0.000  0.304
   1.401    -4.676  0.033  0.193  0.000  0.077  0.000  0.000  0.000  0.000  0.000  0.302
   1.414    -4.757  0.034  0.189  0.000  0.077  0.000  0.000  0.000  0.000  0.000  0.300
   1.428    -4.839  0.035  0.186  0.000  0.077  0.000  0.000  0.000  0.000  0.000  0.299
   1.441    -4.921  0.037  0.183  0.000  0.078  0.000  0.000  0.000  0.000  0.000  0.297
   1.454    -5.003  0.038  0.179  0.000  0.078  0.000  0.000  0.000  0.000  0.000  0.295
   1.468    -5.085  0.038  0.176  0.000  0.078  0.000  0.000  0.000  0.000  0.000  0.293
   1.481    -5.167  0.039  0.173  0.000  0.079  0.000  0.000  0.000  0.000  0.000  0.291
   1.494    -5.248  0.039  0.170  0.000  0.080  0.000  0.000  0.000  0.000  0.000  0.289
   1.508    -5.329  0.039  0.168  0.000  0.080  0.000  0.000  0.000  0.000  0.000  0.287
   1.521    -5.408  0.039  0.165  0.000  0.081  0.000  0.000  0.000  0.000  0.000  0.285
   1.534    -5.486  0.038  0.162  0.000  0.082  0.000  0.000  0.000  0.000  0.000  0.283
   1.548    -5.562  0.038  0.160  0.000  0.084  0.000  0.000  0.000  0.000  0.000  0.281
   1.561    -5.636  0.036  0.157  0.000  0.085  0.000  0.000  0.000  0.000  0.000  0.279
   1.575    -5.708  0.035  0.155  0.000  0.087  0.000  0.000  0.000  0.000  0.000  0.277
   1.588    -5.778  0.033  0.153  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.274
   1.601    -5.845  0.031  0.150  0.000  0.090  0.000  0.000  0.000  0.000  0.000  0.272
   1.615    -5.908  0.029  0.148  0.000  0.093  0.000  0.000  0.000  0.000  0.000  0.269
   1.628    -5.969  0.026  0.146  0.000  0.095  0.000  0.000  0.000  0.000  0.000  0.267
   1.641    -6.025  0.023  0.144  0.000  0.097  0.000  0.000  0.000  0.000  0.000  0.264
   1.655    -6.078  0.020  0.142  0.000  0.100  0.000  0.000  0.000  0.000  0.000  0.262
   1.668    -6.126  0.017  0.140  0.000  0.102  0.000  0.000  0.000  0.000  0.000  0.260
   1.681    -6.169  0.014  0.138  0.000  0.105  0.000  0.000  0.000  0.000  0.000  0.257
   1.695    -6.208  0.011  0.137  0.000  0.108  0.000  0.000  0.000  0.000  0.000  0.255
   1.708    -6.242  0.008  0.135  0.000  0.110  0.000  0.000  0.000  0.000  0.000  0.253
   1.721    -6.270  0.006  0.133  0.000  0.113  0.000  0.000  0.000  0.000  0.000  0.252
   1.735    -6.293  0.004  0.131  0.000  0.115  0.000  0.000  0.000  0.000  0.000  0.250
   1.748    -6.311  0.002  0.129  0.000  0.118  0.000  0.000  0.000  0.000  0.000  0.249
   1.762    -6.324  0.001  0.127  0.000  0.120  0.000  0.000  0.000  0.000  0.000  0.248
   1.775    -6.331  0.000  0.126  0.000  0.122  0.000  0.000  0.000  0.000  0.000  0.248
   1.788    -6.334  0.000  0.124  0.000  0.124  0.000  0.000  0.000  0.000  0.000  0.248
   1.788    -6.334  0.000  0.124  0.000  0.124  0.000  0.000  0.000  0.000  0.000  0.248
   1.815    -6.324  0.001  0.121  0.000  0.127  0.000  0.000  0.000  0.000  0.000  0.248
   1.842    -6.298  0.003  0.117  0.000  0.129  0.000  0.000  0.000  0.000  0.000  0.250
   1.868    -6.256  0.006  0.115  0.000  0.131  0.000  0.000  0.000  0.000  0.000  0.252
   1.895    -6.201  0.009  0.113  0.000  0.133  0.000  0.000  0.000  0.000  0.000  0.255
   1.922    -6.135  0.013  0.111  0.000  0.134  0.000  0.000  0.000  0.000  0.000  0.257
   1.949    -6.059  0.016  0.110  0.000  0.135  0.000  0.000  0.000  0.000  0.000  0.260
   1.975    -5.975  0.018  0.109  0.000  0.137  0.000  0.000  0.000  0.000  0.000  0.263
   2.002    -5.884  0.020  0.108  0.000  0.138  0.000  0.000  0.000  0.000  0.000  0.266
   2.029    -5.786  0.022  0.107  0.000  0.139  0.000  0.000  0.000  0.000  0.000  0.269
   2.055    -5.683  0.024  0.107  0.000  0.141  0.000  0.000  0.000  0.000  0.000  0.272
   2.082    -5.574  0.024  0.107  0.000  0.143  0.000  0.000  0.000  0.000  0.000  0.274
   2.109    -5.461  0.025  0.107  0.000  0.145  0.000  0.000  0.000  0.000  0.000  0.277
   2.136    -5.344  0.025  0.107  0.000  0.147  0.000  0.000  0.000  0.000  0.000  0.279
   2.162    -5.224  0.025  0.108  0.000  0.149  0.000  0.000  0.000  0.000  0.000  0.282
   2.189    -5.100  0.025  0.108  0.000  0.151  0.000  0.000  0.000  0.000  0.000  0.284
   2.216    -4.973  0.024  0.109  0.000  0.154  0.000  0.000  0.000  0.000  0.000  0.287
   2.242    -4.844  0.023  0.109  0.000  0.157  0.000  0.000  0.000  0.000  0.000  0.289
   2.269    -4.713  0.022  0.109  0.000  0.160  0.000  0.000  0.000  0.000  0.000  0.291
   2.296    -4.579  0.021  0.110  0.000  0.163  0.000  0.000  0.000  0.000  0.000  0.294
   2.323    -4.444  0.020  0.110  0.000  0.166  0.000  0.000  0.000  0.000  0.000  0.296
   2.349    -4.308  0.019  0.110  0.000  0.170  0.000  0.000  0.000  0.000  0.000  0.299
   2.376    -4.171  0.017  0.111  0.000  0.173  0.000  0.000  0.000  0.000  0.000  0.301
   2.403    -4.033  0.016  0.111  0.000  0.177  0.000  0.000  0.000  0.000  0.000  0.304
   2.429    -3.895  0.014  0.111  0.000  0.181  0.000  0.000  0.000  0.000  0.000  0.307
   2.456    -3.758  0.013  0.111  0.000  0.186  0.000  0.000  0.000  0.000  0.000  0.310
   2.483    -3.620  0.012  0.111  0.000  0.190  0.000  0.000  0.000  0.000  0.000  0.313
   2.510    -3.484  0.010  0.111  0.000  0.195  0.000  0.000  0.000  0.000  0.000  0.316
   2.536    -3.350  0.009  0.111  0.000  0.199  0.000  0.000  0.000  0.000  0.000  0.319
   2.563    -3.312  0.000  0.000  0.146  0.000  0.000  0.000  0.000  0.000  0.000  0.146
   2.590    -3.399  0.000  0.000  0.146  0.000  0.000  0.000  0.000  0.000  0.000  0.146
   2.616    -3.482  0.000  0.000  0.146  0.000  0.000  0.000  0.000  0.000  0.000  0.146
   2.643    -3.561  0.000  0.000  0.146  0.000  0.000  0.000  0.000  0.000  0.000  0.146
   2.670    -3.636  0.000  0.000  0.146  0.000  0.000  0.000  0.000  0.000  0.000  0.146
   2.697    -3.531  0.094  0.171  0.000  0.077  0.000  0.000  0.000  0.000  0.000  0.341
   2.723    -3.345  0.086  0.179  0.000  0.078  0.000  0.000  0.000  0.000  0.000  0.344
   2.750    -3.161  0.078  0.188  0.000  0.080  0.000  0.000  0.000  0.000  0.000  0.346
   2.777    -2.981  0.070  0.197  0.000  0.081  0.000  0.000  0.000  0.000  0.000  0.349
   2.803    -2.806  0.062  0.207  0.000  0.083  0.000  0.000  0.000  0.000  0.000  0.351
   2.830    -2.638  0.054  0.216  0.000  0.084  0.000  0.000  0.000  0.000  0.000  0.354
   2.857    -2.477  0.046  0.225  0.000  0.086  0.000  0.000  0.000  0.000  0.000  0.357
   2.884    -2.325  0.038  0.235  0.000  0.087  0.000  0.000  0.000  0.000  0.000  0.360
   2.910    -2.184  0.031  0.244  0.000  0.089  0.000  0.000  0.000  0.000  0.000  0.363
   2.937    -2.056  0.024  0.253  0.000  0.090  0.000  0.000  0.000  0.000  0.000  0.366
   2.964    -1.943  0.017  0.261  0.000  0.091  0.000  0.000  0.000  0.000  0.000  0.369
   2.990    -1.847  0.011  0.268  0.000  0.092  0.000  0.000  0.000  0.000  0.000  0.371
   3.017    -1.770  0.007  0.274  0.000  0.093  0.000  0.000  0.000  0.000  0.000  0.373
   3.044    -1.713  0.003  0.279  0.000  0.094  0.000  0.000  0.000  0.000  0.000  0.375
   3.071    -1.679  0.001  0.281  0.000  0.094  0.000  0.000  0.000  0.000  0.000  0.376
   3.097    -1.667  0.000  0.105  0.000  0.271  0.000  0.000  0.000  0.000  0.000  0.376
# Band    4
   3.097    -1.667  0.000  0.271  0.000  0.105  0.000  0.000  0.000  0.000  0.000  0.376
   3.071    -1.672  0.000  0.094  0.000  0.282  0.000  0.000  0.000  0.000  0.000  0.376
   3.044    -1.685  0.000  0.094  0.000  0.281  0.000  0.000  0.000  0.000  0.000  0.376
   3.017    -1.707  0.000  0.095  0.000  0.280  0.000  0.000  0.000  0.000  0.000  0.375
   2.990    -1.738  0.000  0.095  0.000  0.278  0.000  0.000  0.000  0.000  0.000  0.373
   2.964    -1.778  0.000  0.096  0.000  0.275  0.000  0.000  0.000  0.000  0.000  0.371
   2.937    -1.826  0.000  0.097  0.000  0.272  0.000  0.000  0.000  0.000  0.000  0.369
   2.910    -1.883  0.000  0.098  0.000  0.268  0.000  0.000  0.000  0.000  0.000  0.367
   2.884    -1.947  0.000  0.099  0.000  0.265  0.000  0.000  0.000  0.000  0.000  0.364
   2.857    -2.020  0.000  0.100  0.000  0.260  0.000  0.000  0.000  0.000  0.000  0.361
   2.830    -2.100  0.001  0.101  0.000  0.256  0.000  0.000  0.000  0.000  0.000  0.358
   2.803    -2.187  0.001  0.102  0.000  0.251  0.000  0.000  0.000  0.000  0.000  0.354
   2.777    -2.281  0.001  0.104  0.000  0.246  0.000  0.000  0.000  0.000  0.000  0.351
   2.750    -2.381  0.002  0.105  0.000  0.241  0.000  0.000  0.000  0.000  0.000  0.347
   2.723    -2.486  0.003  0.106  0.000  0.235  0.000  0.000  0.000  0.000  0.000  0.344
   2.697    -2.598  0.003  0.107  0.000  0.230  0.000  0.000  0.000  0.000  0.000  0.340
   2.670    -2.714  0.004  0.108  0.000  0.225  0.000  0.000  0.000  0.000  0.000  0.336
   2.643    -2.834  0.005  0.108  0.000  0.219  0.000  0.000  0.000  0.000  0.000  0.333
   2.616    -2.959  0.006  0.109  0.000  0.214  0.000  0.000  0.000  0.000  0.000  0.329
   2.590    -3.086  0.007  0.110  0.000  0.209  0.000  0.000  0.000  0.000  0.000  0.326
   2.563    -3.217  0.008  0.110  0.000  0.204  0.000  0.000  0.000  0.000  0.000  0.322
   2.536    -3.220  0.000  0.000  0.146  0.000  0.000  0.000  0.000  0.000  0.000  0.146
   2.510    -3.125  0.000  0.000  0.146  0.000  0.000  0.000  0.000  0.000  0.000  0.146
   2.483    -3.025  0.000  0.000  0.146  0.000  0.000  0.000  0.000  0.000  0.000  0.146
   2.456    -2.922  0.000  0.000  0.146  0.000  0.000  0.000  0.000  0.000  0.000  0.146
   2.429    -2.815  0.000  0.000  0.146  0.000  0.000  0.000  0.000  0.000  0.000  0.146
   2.403    -2.704  0.000  0.000  0.145  0.000  0.000  0.000  0.000  0.000  0.000  0.145
   2.376    -2.590  0.000  0.000  0.145  0.000  0.000  0.000  0.000  0.000  0.000  0.145
   2.349    -2.472  0.000  0.000  0.145  0.000  0.000  0.000  0.000  0.000  0.000  0.145
   2.323    -2.352  0.000  0.000  0.144  0.000  0.000  0.000  0.000  0.000  0.000  0.144
   2.296    -2.228  0.000  0.000  0.144  0.000  0.000  0.000  0.000  0.000  0.000  0.144
   2.269    -2.101  0.000  0.000  0.143  0.000  0.000  0.000  0.000  0.000  0.000  0.143
   2.242    -1.972  0.000  0.000  0.142  0.000  0.000  0.000  0.000  0.000  0.000  0.142
   2.216    -1.840  0.000  0.000  0.141  0.000  0.000  0.000  0.000  0.000  0.000  0.141
   2.189    -1.706  0.000  0.000  0.140  0.000  0.000  0.000  0.000  0.000  0.000  0.140
   2.162    -1.571  0.000  0.000  0.138  0.000  0.000  0.000  0.000  0.000  0.000  0.138
   2.136    -1.434  0.000  0.000  0.136  0.000  0.000  0.000  0.000  0.000  0.000  0.136
   2.109    -1.296  0.000  0.000  0.134  0.000  0.000  0.000  0.000  0.000  0.000  0.134
   2.082    -1.159  0.000  0.000  0.130  0.000  0.000  0.000  0.000  0.000  0.000  0.130
   2.055    -1.021  0.000  0.000  0.126  0.000  0.000  0.000  0.000  0.000  0.000  0.126
   2.029    -0.885  0.000  0.000  0.121  0.000  0.000  0.000  0.000  0.000  0.000  0.121
   2.002    -0.750  0.000  0.000  0.114  0.000  0.000  0.000  0.000  0.000  0.000  0.114
   1.975    -0.619  0.000  0.000  0.106  0.000  0.000  0.000  0.000  0.000  0.000  0.106
   1.949    -0.493  0.000  0.000  0.095  0.000  0.000  0.000  0.000  0.000  0.000  0.095
   1.922    -0.374  0.000  0.000  0.082  0.000  0.000  0.000  0.000  0.000  0.000  0.082
   1.895    -0.266  0.000  0.000  0.065  0.000  0.000  0.000  0.000  0.000  0.000  0.065
   1.868    -0.172  0.000  0.000  0.045  0.000  0.000  0.000  0.000  0.000  0.000  0.045
   1.842    -0.098  0.000  0.000  0.024  0.000  0.000  0.000  0.000  0.000  0.000  0.024
   1.815    -0.050  0.000  0.000  0.007  0.000  0.000  0.000  0.000  0.000  0.000  0.007
   1.788    -0.034  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.788    -0.034  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.775    -0.038  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   1.762    -0.049  0.000  0.000  0.006  0.000  0.000  0.000  0.000  0.000  0.000  0.006
   1.748    -0.066  0.000  0.000  0.013  0.000  0.000  0.000  0.000  0.000  0.000  0.013
   1.735    -0.088  0.000  0.000  0.020  0.000  0.000  0.000  0.000  0.000  0.000  0.020
   1.721    -0.115  0.000  0.000  0.029  0.000  0.000  0.000  0.000  0.000  0.000  0.029
   1.708    -0.144  0.000  0.000  0.037  0.000  0.000  0.000  0.000  0.000  0.000  0.037
   1.695    -0.176  0.000  0.000  0.046  0.000  0.000  0.000  0.000  0.000  0.000  0.046
   1.681    -0.210  0.000  0.000  0.053  0.000  0.000  0.000  0.000  0.000  0.000  0.053
   1.668    -0.244  0.000  0.000  0.060  0.000  0.000  0.000  0.000  0.000  0.000  0.060
   1.655    -0.280  0.000  0.000  0.067  0.000  0.000  0.000  0.000  0.000  0.000  0.067
   1.641    -0.316  0.000  0.000  0.073  0.000  0.000  0.000  0.000  0.000  0.000  0.073
   1.628    -0.352  0.000  0.000  0.078  0.000  0.000  0.000  0.000  0.000  0.000  0.078
   1.615    -0.388  0.000  0.000  0.083  0.000  0.000  0.000  0.000  0.000  0.000  0.083
   1.601    -0.424  0.000  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.088
   1.588    -0.459  0.000  0.000  0.092  0.000  0.000  0.000  0.000  0.000  0.000  0.092
   1.575    -0.494  0.000  0.000  0.096  0.000  0.000  0.000  0.000  0.000  0.000  0.096
   1.561    -0.528  0.000  0.000  0.099  0.000  0.000  0.000  0.000  0.000  0.000  0.099
   1.548    -0.562  0.000  0.000  0.102  0.000  0.000  0.000  0.000  0.000  0.000  0.102
   1.534    -0.594  0.000  0.000  0.105  0.000  0.000  0.000  0.000  0.000  0.000  0.105
   1.521    -0.626  0.000  0.000  0.107  0.000  0.000  0.000  0.000  0.000  0.000  0.107
   1.508    -0.657  0.000  0.000  0.110  0.000  0.000  0.000  0.000  0.000  0.000  0.110
   1.494    -0.688  0.000  0.000  0.112  0.000  0.000  0.000  0.000  0.000  0.000  0.112
   1.481    -0.717  0.000  0.000  0.114  0.000  0.000  0.000  0.000  0.000  0.000  0.114
   1.468    -0.745  0.000  0.000  0.115  0.000  0.000  0.000  0.000  0.000  0.000  0.115
   1.454    -0.772  0.000  0.000  0.117  0.000  0.000  0.000  0.000  0.000  0.000  0.117
   1.441    -0.799  0.000  0.000  0.118  0.000  0.000  0.000  0.000  0.000  0.000  0.118
   1.428    -0.824  0.000  0.000  0.120  0.000  0.000  0.000  0.000  0.000  0.000  0.120
   1.414    -0.848  0.000  0.000  0.121  0.000  0.000  0.000  0.000  0.000  0.000  0.121
   1.401    -0.871  0.000  0.000  0.122  0.000  0.000  0.000  0.000  0.000  0.000  0.122
   1.388    -0.894  0.000  0.000  0.123  0.000  0.000  0.000  0.000  0.000  0.000  0.123
   1.374    -0.915  0.000  0.000  0.124  0.000  0.000  0.000  0.000  0.000  0.000  0.124
   1.361    -0.935  0.000  0.000  0.125  0.000  0.000  0.000  0.000  0.000  0.000  0.125
   1.347    -0.953  0.000  0.000  0.126  0.000  0.000  0.000  0.000  0.000  0.000  0.126
   1.334    -0.971  0.000  0.000  0.127  0.000  0.000  0.000  0.000  0.000  0.000  0.127
   1.321    -0.988  0.000  0.000  0.127  0.000  0.000  0.000  0.000  0.000  0.000  0.127
   1.307    -1.003  0.000  0.000  0.128  0.000  0.000  0.000  0.000  0.000  0.000  0.128
   1.294    -1.017  0.000  0.000  0.129  0.000  0.000  0.000  0.000  0.000  0.000  0.129
   1.281    -1.031  0.000  0.000  0.129  0.000  0.000  0.000  0.000  0.000  0.000  0.129
   1.267    -1.043  0.000  0.000  0.130  0.000  0.000  0.000  0.000  0.000  0.000  0.130
   1.254    -1.054  0.000  0.000  0.130  0.000  0.000  0.000  0.000  0.000  0.000  0.130
   1.241    -1.063  0.000  0.000  0.130  0.000  0.000  0.000  0.000  0.000  0.000  0.130
   1.227    -1.072  0.000  0.000  0.131  0.000  0.000  0.000  0.000  0.000  0.000  0.131
   1.214    -1.080  0.000  0.000  0.131  0.000  0.000  0.000  0.000  0.000  0.000  0.131
   1.201    -1.086  0.000  0.000  0.131  0.000  0.000  0.000  0.000  0.000  0.000  0.131
   1.187    -1.091  0.000  0.000  0.131  0.000  0.000  0.000  0.000  0.000  0.000  0.131
   1.174    -1.095  0.000  0.000  0.132  0.000  0.000  0.000  0.000  0.000  0.000  0.132
   1.160    -1.098  0.000  0.000  0.132  0.000  0.000  0.000  0.000  0.000  0.000  0.132
   1.147    -1.100  0.000  0.000  0.132  0.000  0.000  0.000  0.000  0.000  0.000  0.132
   1.134    -1.100  0.000  0.000  0.132  0.000  0.000  0.000  0.000  0.000  0.000  0.132
   1.134    -1.100  0.000  0.000  0.132  0.000  0.000  0.000  0.000  0.000  0.000  0.132
   1.111    -1.110  0.000  0.000  0.132  0.000  0.000  0.000  0.000  0.000  0.000  0.132
   1.087    -1.138  0.000  0.000  0.133  0.000  0.000  0.000  0.000  0.000  0.000  0.133
   1.064    -1.184  0.000  0.000  0.134  0.000  0.000  0.000  0.000  0.000  0.000  0.134
