# Kpath    Energy     s     py     pz     px    dxy    dyz    dz2    dxz  x2-y2    tot
# Band    1
   0.578    -5.088  0.081  0.061  0.000  0.183  0.000  0.000  0.000  0.000  0.000  0.325
   0.555    -4.899  0.079  0.062  0.000  0.185  0.000  0.000  0.000  0.000  0.000  0.326
   0.532    -4.710  0.076  0.062  0.000  0.187  0.000  0.000  0.000  0.000  0.000  0.326
   0.509    -4.521  0.074  0.063  0.000  0.190  0.000  0.000  0.000  0.000  0.000  0.327
   0.486    -4.332  0.071  0.064  0.000  0.192  0.000  0.000  0.000  0.000  0.000  0.327
   0.463    -4.145  0.068  0.065  0.000  0.195  0.000  0.000  0.000  0.000  0.000  0.327
   0.440    -3.959  0.064  0.066  0.000  0.197  0.000  0.000  0.000  0.000  0.000  0.327
   0.416    -3.775  0.061  0.067  0.000  0.200  0.000  0.000  0.000  0.000  0.000  0.327
   0.393    -3.725  0.000  0.000  0.225  0.000  0.000  0.000  0.000  0.000  0.000  0.225
   0.370    -3.782  0.000  0.000  0.224  0.000  0.000  0.000  0.000  0.000  0.000  0.224
   0.347    -3.835  0.000  0.000  0.224  0.000  0.000  0.000  0.000  0.000  0.000  0.224
   0.324    -3.884  0.000  0.000  0.224  0.000  0.000  0.000  0.000  0.000  0.000  0.224
   0.301    -3.931  0.000  0.000  0.223  0.000  0.000  0.000  0.000  0.000  0.000  0.223
   0.278    -3.974  0.000  0.000  0.223  0.000  0.000  0.000  0.000  0.000  0.000  0.223
   0.255    -4.013  0.000  0.000  0.223  0.000  0.000  0.000  0.000  0.000  0.000  0.223
   0.231    -4.050  0.000  0.000  0.223  0.000  0.000  0.000  0.000  0.000  0.000  0.223
   0.208    -4.082  0.000  0.000  0.223  0.000  0.000  0.000  0.000  0.000  0.000  0.223
   0.185    -4.112  0.000  0.000  0.223  0.000  0.000  0.000  0.000  0.000  0.000  0.223
   0.162    -4.138  0.000  0.000  0.222  0.000  0.000  0.000  0.000  0.000  0.000  0.222
   0.139    -4.160  0.000  0.000  0.222  0.000  0.000  0.000  0.000  0.000  0.000  0.222
   0.116    -4.179  0.000  0.000  0.222  0.000  0.000  0.000  0.000  0.000  0.000  0.222
   0.093    -4.195  0.000  0.000  0.222  0.000  0.000  0.000  0.000  0.000  0.000  0.222
   0.069    -4.207  0.000  0.000  0.222  0.000  0.000  0.000  0.000  0.000  0.000  0.222
   0.046    -4.216  0.000  0.000  0.222  0.000  0.000  0.000  0.000  0.000  0.000  0.222
   0.023    -4.221  0.000  0.000  0.222  0.000  0.000  0.000  0.000  0.000  0.000  0.222
   0.000    -4.223  0.000  0.000  0.222  0.000  0.000  0.000  0.000  0.000  0.000  0.222
# Band    3
   0.000    -1.667  0.000  0.087  0.000  0.226  0.000  0.000  0.000  0.000  0.000  0.313
   0.023    -1.676  0.000  0.078  0.000  0.235  0.000  0.000  0.000  0.000  0.000  0.313
   0.046    -1.702  0.001  0.078  0.000  0.234  0.000  0.000  0.000  0.000  0.000  0.314
   0.069    -1.745  0.003  0.078  0.000  0.233  0.000  0.000  0.000  0.000  0.000  0.314
   0.093    -1.804  0.005  0.077  0.000  0.232  0.000  0.000  0.000  0.000  0.000  0.315
   0.116    -1.879  0.008  0.077  0.000  0.231  0.000  0.000  0.000  0.000  0.000  0.316
   0.139    -1.968  0.012  0.076  0.000  0.229  0.000  0.000  0.000  0.000  0.000  0.317
   0.162    -2.070  0.015  0.076  0.000  0.227  0.000  0.000  0.000  0.000  0.000  0.318
   0.185    -2.185  0.019  0.075  0.000  0.225  0.000  0.000  0.000  0.000  0.000  0.319
   0.208    -2.311  0.023  0.074  0.000  0.223  0.000  0.000  0.000  0.000  0.000  0.320
   0.231    -2.447  0.028  0.073  0.000  0.220  0.000  0.000  0.000  0.000  0.000  0.321
   0.255    -2.591  0.032  0.073  0.000  0.218  0.000  0.000  0.000  0.000  0.000  0.322
   0.278    -2.744  0.036  0.072  0.000  0.215  0.000  0.000  0.000  0.000  0.000  0.323
   0.301    -2.903  0.041  0.071  0.000  0.213  0.000  0.000  0.000  0.000  0.000  0.324
   0.324    -3.069  0.045  0.070  0.000  0.210  0.000  0.000  0.000  0.000  0.000  0.325
   0.347    -3.240  0.049  0.069  0.000  0.207  0.000  0.000  0.000  0.000  0.000  0.326
   0.370    -3.415  0.053  0.068  0.000  0.205  0.000  0.000  0.000  0.000  0.000  0.326
   0.393    -3.593  0.057  0.067  0.000  0.202  0.000  0.000  0.000  0.000  0.000  0.327
   0.416    -3.666  0.000  0.000  0.225  0.000  0.000  0.000  0.000  0.000  0.000  0.225
   0.440    -3.603  0.000  0.000  0.225  0.000  0.000  0.000  0.000  0.000  0.000  0.225
   0.463    -3.537  0.000  0.000  0.226  0.000  0.000  0.000  0.000  0.000  0.000  0.226
   0.486    -3.468  0.000  0.000  0.226  0.000  0.000  0.000  0.000  0.000  0.000  0.226
   0.509    -3.395  0.000  0.000  0.227  0.000  0.000  0.000  0.000  0.000  0.000  0.227
   0.532    -3.320  0.000  0.000  0.228  0.000  0.000  0.000  0.000  0.000  0.000  0.228
   0.555    -3.242  0.000  0.000  0.228  0.000  0.000  0.000  0.000  0.000  0.000  0.228
   0.578    -3.160  0.000  0.000  0.229  0.000  0.000  0.000  0.000  0.000  0.000  0.229
   0.602    -3.076  0.000  0.000  0.230  0.000  0.000  0.000  0.000  0.000  0.000  0.230
   0.625    -3.018  0.000  0.249  0.000  0.083  0.000  0.000  0.000  0.000  0.000  0.332
   0.648    -3.073  0.000  0.249  0.000  0.083  0.000  0.000  0.000  0.000  0.000  0.332
   0.671    -3.126  0.000  0.250  0.000  0.083  0.000  0.000  0.000  0.000  0.000  0.333
   0.694    -3.177  0.000  0.250  0.000  0.083  0.000  0.000  0.000  0.000  0.000  0.334
   0.717    -3.226  0.000  0.251  0.000  0.084  0.000  0.000  0.000  0.000  0.000  0.335
   0.740    -3.273  0.000  0.251  0.000  0.084  0.000  0.000  0.000  0.000  0.000  0.335
   0.764    -3.317  0.000  0.252  0.000  0.084  0.000  0.000  0.000  0.000  0.000  0.336
   0.787    -3.359  0.000  0.252  0.000  0.084  0.000  0.000  0.000  0.000  0.000  0.336
   0.810    -3.399  0.000  0.253  0.000  0.084  0.000  0.000  0.000  0.000  0.000  0.337
   0.833    -3.436  0.000  0.253  0.000  0.084  0.000  0.000  0.000  0.000  0.000  0.338
   0.856    -3.470  0.000  0.254  0.000  0.084  0.000  0.000  0.000  0.000  0.000  0.338
   0.879    -3.502  0.000  0.254  0.000  0.085  0.000  0.000  0.000  0.000  0.000  0.338
   0.902    -3.532  0.000  0.254  0.000  0.085  0.000  0.000  0.000  0.000  0.000  0.339
   0.925    -3.558  0.000  0.254  0.000  0.085  0.000  0.000  0.000  0.000  0.000  0.339
   0.949    -3.582  0.000  0.255  0.000  0.085  0.000  0.000  0.000  0.000  0.000  0.340
   0.972    -3.603  0.000  0.255  0.000  0.085  0.000  0.000  0.000  0.000  0.000  0.340
   0.995    -3.621  0.000  0.255  0.000  0.085  0.000  0.000  0.000  0.000  0.000  0.340
   1.018    -3.637  0.000  0.255  0.000  0.085  0.000  0.000  0.000  0.000  0.000  0.340
   1.041    -3.650  0.000  0.255  0.000  0.085  0.000  0.000  0.000  0.000  0.000  0.341
   1.064    -3.660  0.000  0.256  0.000  0.085  0.000  0.000  0.000  0.000  0.000  0.341
   1.087    -3.667  0.000  0.256  0.000  0.085  0.000  0.000  0.000  0.000  0.000  0.341
   1.111    -3.671  0.000  0.256  0.000  0.085  0.000  0.000  0.000  0.000  0.000  0.341
   1.134    -3.673  0.000  0.256  0.000  0.085  0.000  0.000  0.000  0.000  0.000  0.341
   1.134    -3.673  0.000  0.256  0.000  0.085  0.000  0.000  0.000  0.000  0.000  0.341
   1.147    -3.676  0.000  0.256  0.000  0.085  0.000  0.000  0.000  0.000  0.000  0.341
   1.160    -3.685  0.000  0.255  0.000  0.085  0.000  0.000  0.000  0.000  0.000  0.341
   1.174    -3.701  0.001  0.254  0.000  0.085  0.000  0.000  0.000  0.000  0.000  0.340
   1.187    -3.723  0.001  0.253  0.000  0.085  0.000  0.000  0.000  0.000  0.000  0.339
   1.201    -3.751  0.002  0.252  0.000  0.085  0.000  0.000  0.000  0.000  0.000  0.339
   1.214    -3.784  0.003  0.251  0.000  0.084  0.000  0.000  0.000  0.000  0.000  0.338
   1.227    -3.823  0.003  0.249  0.000  0.084  0.000  0.000  0.000  0.000  0.000  0.336
   1.241    -3.867  0.004  0.247  0.000  0.084  0.000  0.000  0.000  0.000  0.000  0.335
   1.254    -3.916  0.005  0.245  0.000  0.083  0.000  0.000  0.000  0.000  0.000  0.334
   1.267    -3.969  0.006  0.243  0.000  0.083  0.000  0.000  0.000  0.000  0.000  0.332
   1.281    -4.027  0.007  0.241  0.000  0.083  0.000  0.000  0.000  0.000  0.000  0.331
   1.294    -4.088  0.008  0.238  0.000  0.083  0.000  0.000  0.000  0.000  0.000  0.329
   1.307    -4.153  0.009  0.236  0.000  0.082  0.000  0.000  0.000  0.000  0.000  0.328
   1.321    -4.221  0.010  0.234  0.000  0.082  0.000  0.000  0.000  0.000  0.000  0.326
   1.334    -4.292  0.011  0.231  0.000  0.082  0.000  0.000  0.000  0.000  0.000  0.324
   1.347    -4.365  0.012  0.229  0.000  0.082  0.000  0.000  0.000  0.000  0.000  0.323
   1.361    -4.440  0.013  0.227  0.000  0.081  0.000  0.000  0.000  0.000  0.000  0.321
   1.374    -4.518  0.014  0.224  0.000  0.081  0.000  0.000  0.000  0.000  0.000  0.319
   1.388    -4.596  0.015  0.222  0.000  0.081  0.000  0.000  0.000  0.000  0.000  0.318
   1.401    -4.676  0.015  0.220  0.000  0.081  0.000  0.000  0.000  0.000  0.000  0.316
   1.414    -4.757  0.016  0.217  0.000  0.081  0.000  0.000  0.000  0.000  0.000  0.314
   1.428    -4.839  0.016  0.215  0.000  0.082  0.000  0.000  0.000  0.000  0.000  0.313
   1.441    -4.921  0.016  0.213  0.000  0.082  0.000  0.000  0.000  0.000  0.000  0.311
   1.454    -5.003  0.016  0.211  0.000  0.082  0.000  0.000  0.000  0.000  0.000  0.310
   1.468    -5.085  0.016  0.209  0.000  0.083  0.000  0.000  0.000  0.000  0.000  0.308
   1.481    -5.167  0.016  0.207  0.000  0.083  0.000  0.000  0.000  0.000  0.000  0.306
   1.494    -5.248  0.016  0.205  0.000  0.084  0.000  0.000  0.000  0.000  0.000  0.305
   1.508    -5.329  0.016  0.203  0.000  0.085  0.000  0.000  0.000  0.000  0.000  0.303
   1.521    -5.408  0.015  0.201  0.000  0.086  0.000  0.000  0.000  0.000  0.000  0.302
   1.534    -5.486  0.015  0.199  0.000  0.087  0.000  0.000  0.000  0.000  0.000  0.301
   1.548    -5.562  0.014  0.197  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.299
   1.561    -5.636  0.013  0.195  0.000  0.089  0.000  0.000  0.000  0.000  0.000  0.298
   1.575    -5.708  0.012  0.193  0.000  0.091  0.000  0.000  0.000  0.000  0.000  0.297
   1.588    -5.778  0.011  0.191  0.000  0.093  0.000  0.000  0.000  0.000  0.000  0.295
   1.601    -5.845  0.010  0.189  0.000  0.095  0.000  0.000  0.000  0.000  0.000  0.294
   1.615    -5.908  0.009  0.187  0.000  0.097  0.000  0.000  0.000  0.000  0.000  0.293
   1.628    -5.969  0.008  0.184  0.000  0.100  0.000  0.000  0.000  0.000  0.000  0.292
   1.641    -6.025  0.007  0.182  0.000  0.103  0.000  0.000  0.000  0.000  0.000  0.292
   1.655    -6.078  0.006  0.179  0.000  0.106  0.000  0.000  0.000  0.000  0.000  0.291
   1.668    -6.126  0.005  0.176  0.000  0.109  0.000  0.000  0.000  0.000  0.000  0.290
   1.681    -6.169  0.004  0.173  0.000  0.113  0.000  0.000  0.000  0.000  0.000  0.290
   1.695    -6.208  0.003  0.170  0.000  0.116  0.000  0.000  0.000  0.000  0.000  0.289
   1.708    -6.242  0.002  0.167  0.000  0.120  0.000  0.000  0.000  0.000  0.000  0.289
   1.721    -6.270  0.002  0.163  0.000  0.124  0.000  0.000  0.000  0.000  0.000  0.289
   1.735    -6.293  0.001  0.159  0.000  0.128  0.000  0.000  0.000  0.000  0.000  0.289
   1.748    -6.311  0.001  0.156  0.000  0.132  0.000  0.000  0.000  0.000  0.000  0.288
   1.762    -6.324  0.000  0.152  0.000  0.136  0.000  0.000  0.000  0.000  0.000  0.288
   1.775    -6.331  0.000  0.148  0.000  0.140  0.000  0.000  0.000  0.000  0.000  0.288
   1.788    -6.334  0.000  0.144  0.000  0.144  0.000  0.000  0.000  0.000  0.000  0.288
   1.788    -6.334  0.000  0.144  0.000  0.144  0.000  0.000  0.000  0.000  0.000  0.288
   1.815    -6.324  0.000  0.137  0.000  0.151  0.000  0.000  0.000  0.000  0.000  0.288
   1.842    -6.298  0.001  0.130  0.000  0.158  0.000  0.000  0.000  0.000  0.000  0.288
   1.868    -6.256  0.001  0.124  0.000  0.163  0.000  0.000  0.000  0.000  0.000  0.289
   1.895    -6.201  0.002  0.119  0.000  0.167  0.000  0.000  0.000  0.000  0.000  0.289
   1.922    -6.135  0.003  0.115  0.000  0.171  0.000  0.000  0.000  0.000  0.000  0.289
   1.949    -6.059  0.003  0.112  0.000  0.175  0.000  0.000  0.000  0.000  0.000  0.289
   1.975    -5.975  0.004  0.109  0.000  0.177  0.000  0.000  0.000  0.000  0.000  0.290
   2.002    -5.884  0.004  0.106  0.000  0.180  0.000  0.000  0.000  0.000  0.000  0.290
   2.029    -5.786  0.005  0.104  0.000  0.182  0.000  0.000  0.000  0.000  0.000  0.291
   2.055    -5.683  0.005  0.102  0.000  0.184  0.000  0.000  0.000  0.000  0.000  0.291
   2.082    -5.574  0.006  0.101  0.000  0.186  0.000  0.000  0.000  0.000  0.000  0.292
   2.109    -5.461  0.006  0.100  0.000  0.187  0.000  0.000  0.000  0.000  0.000  0.293
   2.136    -5.344  0.006  0.099  0.000  0.189  0.000  0.000  0.000  0.000  0.000  0.294
   2.162    -5.224  0.006  0.098  0.000  0.190  0.000  0.000  0.000  0.000  0.000  0.295
   2.189    -5.100  0.006  0.098  0.000  0.192  0.000  0.000  0.000  0.000  0.000  0.296
   2.216    -4.973  0.006  0.098  0.000  0.193  0.000  0.000  0.000  0.000  0.000  0.297
   2.242    -4.844  0.006  0.097  0.000  0.195  0.000  0.000  0.000  0.000  0.000  0.298
   2.269    -4.713  0.006  0.097  0.000  0.196  0.000  0.000  0.000  0.000  0.000  0.299
   2.296    -4.579  0.006  0.097  0.000  0.198  0.000  0.000  0.000  0.000  0.000  0.301
   2.323    -4.444  0.006  0.097  0.000  0.199  0.000  0.000  0.000  0.000  0.000  0.302
   2.349    -4.308  0.006  0.097  0.000  0.201  0.000  0.000  0.000  0.000  0.000  0.303
   2.376    -4.171  0.006  0.097  0.000  0.202  0.000  0.000  0.000  0.000  0.000  0.305
   2.403    -4.033  0.006  0.096  0.000  0.204  0.000  0.000  0.000  0.000  0.000  0.306
   2.429    -3.895  0.005  0.096  0.000  0.205  0.000  0.000  0.000  0.000  0.000  0.307
   2.456    -3.758  0.005  0.096  0.000  0.207  0.000  0.000  0.000  0.000  0.000  0.308
   2.483    -3.620  0.005  0.096  0.000  0.209  0.000  0.000  0.000  0.000  0.000  0.310
   2.510    -3.484  0.004  0.096  0.000  0.210  0.000  0.000  0.000  0.000  0.000  0.311
   2.536    -3.350  0.004  0.096  0.000  0.212  0.000  0.000  0.000  0.000  0.000  0.312
   2.563    -3.312  0.000  0.000  0.228  0.000  0.000  0.000  0.000  0.000  0.000  0.228
   2.590    -3.399  0.000  0.000  0.227  0.000  0.000  0.000  0.000  0.000  0.000  0.227
   2.616    -3.482  0.000  0.000  0.226  0.000  0.000  0.000  0.000  0.000  0.000  0.226
   2.643    -3.561  0.000  0.000  0.226  0.000  0.000  0.000  0.000  0.000  0.000  0.226
   2.670    -3.636  0.000  0.000  0.225  0.000  0.000  0.000  0.000  0.000  0.000  0.225
   2.697    -3.531  0.060  0.195  0.000  0.076  0.000  0.000  0.000  0.000  0.000  0.331
   2.723    -3.345  0.055  0.198  0.000  0.077  0.000  0.000  0.000  0.000  0.000  0.330
   2.750    -3.161  0.050  0.202  0.000  0.077  0.000  0.000  0.000  0.000  0.000  0.329
   2.777    -2.981  0.045  0.205  0.000  0.077  0.000  0.000  0.000  0.000  0.000  0.327
   2.803    -2.806  0.040  0.208  0.000  0.078  0.000  0.000  0.000  0.000  0.000  0.326
   2.830    -2.638  0.034  0.212  0.000  0.078  0.000  0.000  0.000  0.000  0.000  0.324
   2.857    -2.477  0.029  0.215  0.000  0.078  0.000  0.000  0.000  0.000  0.000  0.323
   2.884    -2.325  0.024  0.218  0.000  0.078  0.000  0.000  0.000  0.000  0.000  0.321
   2.910    -2.184  0.020  0.221  0.000  0.078  0.000  0.000  0.000  0.000  0.000  0.319
   2.937    -2.056  0.015  0.225  0.000  0.078  0.000  0.000  0.000  0.000  0.000  0.318
   2.964    -1.943  0.011  0.227  0.000  0.078  0.000  0.000  0.000  0.000  0.000  0.317
   2.990    -1.847  0.007  0.230  0.000  0.078  0.000  0.000  0.000  0.000  0.000  0.315
   3.017    -1.770  0.004  0.232  0.000  0.078  0.000  0.000  0.000  0.000  0.000  0.314
   3.044    -1.713  0.002  0.233  0.000  0.078  0.000  0.000  0.000  0.000  0.000  0.314
   3.071    -1.679  0.000  0.234  0.000  0.078  0.000  0.000  0.000  0.000  0.000  0.313
   3.097    -1.667  0.000  0.088  0.000  0.225  0.000  0.000  0.000  0.000  0.000  0.313
# Band    4
   3.097    -1.667  0.000  0.225  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.313
   3.071    -1.672  0.000  0.078  0.000  0.235  0.000  0.000  0.000  0.000  0.000  0.313
   3.044    -1.685  0.000  0.079  0.000  0.235  0.000  0.000  0.000  0.000  0.000  0.313
   3.017    -1.707  0.000  0.079  0.000  0.234  0.000  0.000  0.000  0.000  0.000  0.314
   2.990    -1.738  0.000  0.080  0.000  0.234  0.000  0.000  0.000  0.000  0.000  0.314
   2.964    -1.778  0.000  0.081  0.000  0.234  0.000  0.000  0.000  0.000  0.000  0.314
   2.937    -1.826  0.000  0.082  0.000  0.233  0.000  0.000  0.000  0.000  0.000  0.315
   2.910    -1.883  0.000  0.083  0.000  0.232  0.000  0.000  0.000  0.000  0.000  0.315
   2.884    -1.947  0.000  0.084  0.000  0.231  0.000  0.000  0.000  0.000  0.000  0.316
   2.857    -2.020  0.000  0.085  0.000  0.230  0.000  0.000  0.000  0.000  0.000  0.316
   2.830    -2.100  0.001  0.087  0.000  0.229  0.000  0.000  0.000  0.000  0.000  0.317
   2.803    -2.187  0.001  0.088  0.000  0.228  0.000  0.000  0.000  0.000  0.000  0.317
   2.777    -2.281  0.001  0.089  0.000  0.227  0.000  0.000  0.000  0.000  0.000  0.317
   2.750    -2.381  0.001  0.090  0.000  0.225  0.000  0.000  0.000  0.000  0.000  0.317
   2.723    -2.486  0.002  0.091  0.000  0.224  0.000  0.000  0.000  0.000  0.000  0.317
   2.697    -2.598  0.002  0.092  0.000  0.222  0.000  0.000  0.000  0.000  0.000  0.316
   2.670    -2.714  0.002  0.093  0.000  0.221  0.000  0.000  0.000  0.000  0.000  0.316
   2.643    -2.834  0.003  0.094  0.000  0.219  0.000  0.000  0.000  0.000  0.000  0.315
   2.616    -2.959  0.003  0.094  0.000  0.217  0.000  0.000  0.000  0.000  0.000  0.315
   2.590    -3.086  0.003  0.095  0.000  0.216  0.000  0.000  0.000  0.000  0.000  0.314
   2.563    -3.217  0.004  0.095  0.000  0.214  0.000  0.000  0.000  0.000  0.000  0.313
   2.536    -3.220  0.000  0.000  0.228  0.000  0.000  0.000  0.000  0.000  0.000  0.228
   2.510    -3.125  0.000  0.000  0.229  0.000  0.000  0.000  0.000  0.000  0.000  0.229
   2.483    -3.025  0.000  0.000  0.230  0.000  0.000  0.000  0.000  0.000  0.000  0.230
   2.456    -2.922  0.000  0.000  0.231  0.000  0.000  0.000  0.000  0.000  0.000  0.231
   2.429    -2.815  0.000  0.000  0.232  0.000  0.000  0.000  0.000  0.000  0.000  0.232
   2.403    -2.704  0.000  0.000  0.234  0.000  0.000  0.000  0.000  0.000  0.000  0.234
   2.376    -2.590  0.000  0.000  0.235  0.000  0.000  0.000  0.000  0.000  0.000  0.235
   2.349    -2.472  0.000  0.000  0.237  0.000  0.000  0.000  0.000  0.000  0.000  0.237
   2.323    -2.352  0.000  0.000  0.239  0.000  0.000  0.000  0.000  0.000  0.000  0.239
   2.296    -2.228  0.000  0.000  0.241  0.000  0.000  0.000  0.000  0.000  0.000  0.241
   2.269    -2.101  0.000  0.000  0.243  0.000  0.000  0.000  0.000  0.000  0.000  0.243
   2.242    -1.972  0.000  0.000  0.246  0.000  0.000  0.000  0.000  0.000  0.000  0.246
   2.216    -1.840  0.000  0.000  0.249  0.000  0.000  0.000  0.000  0.000  0.000  0.249
   2.189    -1.706  0.000  0.000  0.252  0.000  0.000  0.000  0.000  0.000  0.000  0.252
   2.162    -1.571  0.000  0.000  0.256  0.000  0.000  0.000  0.000  0.000  0.000  0.256
   2.136    -1.434  0.000  0.000  0.260  0.000  0.000  0.000  0.000  0.000  0.000  0.260
   2.109    -1.296  0.000  0.000  0.265  0.000  0.000  0.000  0.000  0.000  0.000  0.265
   2.082    -1.159  0.000  0.000  0.271  0.000  0.000  0.000  0.000  0.000  0.000  0.271
   2.055    -1.021  0.000  0.000  0.278  0.000  0.000  0.000  0.000  0.000  0.000  0.278
   2.029    -0.885  0.000  0.000  0.286  0.000  0.000  0.000  0.000  0.000  0.000  0.286
   2.002    -0.750  0.000  0.000  0.295  0.000  0.000  0.000  0.000  0.000  0.000  0.295
   1.975    -0.619  0.000  0.000  0.307  0.000  0.000  0.000  0.000  0.000  0.000  0.307
   1.949    -0.493  0.000  0.000  0.321  0.000  0.000  0.000  0.000  0.000  0.000  0.321
   1.922    -0.374  0.000  0.000  0.338  0.000  0.000  0.000  0.000  0.000  0.000  0.338
   1.895    -0.266  0.000  0.000  0.359  0.000  0.000  0.000  0.000  0.000  0.000  0.359
   1.868    -0.172  0.000  0.000  0.382  0.000  0.000  0.000  0.000  0.000  0.000  0.382
   1.842    -0.098  0.000  0.000  0.407  0.000  0.000  0.000  0.000  0.000  0.000  0.407
   1.815    -0.050  0.000  0.000  0.426  0.000  0.000  0.000  0.000  0.000  0.000  0.426
   1.788    -0.034  0.000  0.000  0.434  0.000  0.000  0.000  0.000  0.000  0.000  0.434
   1.788    -0.034  0.000  0.000  0.434  0.000  0.000  0.000  0.000  0.000  0.000  0.434
   1.775    -0.038  0.000  0.000  0.432  0.000  0.000  0.000  0.000  0.000  0.000  0.432
   1.762    -0.049  0.000  0.000  0.427  0.000  0.000  0.000  0.000  0.000  0.000  0.427
   1.748    -0.066  0.000  0.000  0.419  0.000  0.000  0.000  0.000  0.000  0.000  0.419
   1.735    -0.088  0.000  0.000  0.411  0.000  0.000  0.000  0.000  0.000  0.000  0.411
   1.721    -0.115  0.000  0.000  0.401  0.000  0.000  0.000  0.000  0.000  0.000  0.401
   1.708    -0.144  0.000  0.000  0.392  0.000  0.000  0.000  0.000  0.000  0.000  0.392
   1.695    -0.176  0.000  0.000  0.383  0.000  0.000  0.000  0.000  0.000  0.000  0.383
   1.681    -0.210  0.000  0.000  0.374  0.000  0.000  0.000  0.000  0.000  0.000  0.374
   1.668    -0.244  0.000  0.000  0.366  0.000  0.000  0.000  0.000  0.000  0.000  0.366
   1.655    -0.280  0.000  0.000  0.359  0.000  0.000  0.000  0.000  0.000  0.000  0.359
   1.641    -0.316  0.000  0.000  0.352  0.000  0.000  0.000  0.000  0.000  0.000  0.352
   1.628    -0.352  0.000  0.000  0.346  0.000  0.000  0.000  0.000  0.000  0.000  0.346
   1.615    -0.388  0.000  0.000  0.341  0.000  0.000  0.000  0.000  0.000  0.000  0.341
   1.601    -0.424  0.000  0.000  0.336  0.000  0.000  0.000  0.000  0.000  0.000  0.336
   1.588    -0.459  0.000  0.000  0.331  0.000  0.000  0.000  0.000  0.000  0.000  0.331
   1.575    -0.494  0.000  0.000  0.327  0.000  0.000  0.000  0.000  0.000  0.000  0.327
   1.561    -0.528  0.000  0.000  0.324  0.000  0.000  0.000  0.000  0.000  0.000  0.324
   1.548    -0.562  0.000  0.000  0.320  0.000  0.000  0.000  0.000  0.000  0.000  0.320
   1.534    -0.594  0.000  0.000  0.317  0.000  0.000  0.000  0.000  0.000  0.000  0.317
   1.521    -0.626  0.000  0.000  0.315  0.000  0.000  0.000  0.000  0.000  0.000  0.315
   1.508    -0.657  0.000  0.000  0.312  0.000  0.000  0.000  0.000  0.000  0.000  0.312
   1.494    -0.688  0.000  0.000  0.310  0.000  0.000  0.000  0.000  0.000  0.000  0.310
   1.481    -0.717  0.000  0.000  0.308  0.000  0.000  0.000  0.000  0.000  0.000  0.308
   1.468    -0.745  0.000  0.000  0.306  0.000  0.000  0.000  0.000  0.000  0.000  0.306
   1.454    -0.772  0.000  0.000  0.304  0.000  0.000  0.000  0.000  0.000  0.000  0.304
   1.441    -0.799  0.000  0.000  0.302  0.000  0.000  0.000  0.000  0.000  0.000  0.302
   1.428    -0.824  0.000  0.000  0.301  0.000  0.000  0.000  0.000  0.000  0.000  0.301
   1.414    -0.848  0.000  0.000  0.299  0.000  0.000  0.000  0.000  0.000  0.000  0.299
   1.401    -0.871  0.000  0.000  0.298  0.000  0.000  0.000  0.000  0.000  0.000  0.298
   1.388    -0.894  0.000  0.000  0.297  0.000  0.000  0.000  0.000  0.000  0.000  0.297
   1.374    -0.915  0.000  0.000  0.296  0.000  0.000  0.000  0.000  0.000  0.000  0.296
   1.361    -0.935  0.000  0.000  0.295  0.000  0.000  0.000  0.000  0.000  0.000  0.295
   1.347    -0.953  0.000  0.000  0.294  0.000  0.000  0.000  0.000  0.000  0.000  0.294
   1.334    -0.971  0.000  0.000  0.293  0.000  0.000  0.000  0.000  0.000  0.000  0.293
   1.321    -0.988  0.000  0.000  0.292  0.000  0.000  0.000  0.000  0.000  0.000  0.292
   1.307    -1.003  0.000  0.000  0.292  0.000  0.000  0.000  0.000  0.000  0.000  0.292
   1.294    -1.017  0.000  0.000  0.291  0.000  0.000  0.000  0.000  0.000  0.000  0.291
   1.281    -1.031  0.000  0.000  0.291  0.000  0.000  0.000  0.000  0.000  0.000  0.291
   1.267    -1.043  0.000  0.000  0.290  0.000  0.000  0.000  0.000  0.000  0.000  0.290
   1.254    -1.054  0.000  0.000  0.290  0.000  0.000  0.000  0.000  0.000  0.000  0.290
   1.241    -1.063  0.000  0.000  0.289  0.000  0.000  0.000  0.000  0.000  0.000  0.289
   1.227    -1.072  0.000  0.000  0.289  0.000  0.000  0.000  0.000  0.000  0.000  0.289
   1.214    -1.080  0.000  0.000  0.289  0.000  0.000  0.000  0.000  0.000  0.000  0.289
   1.201    -1.086  0.000  0.000  0.288  0.000  0.000  0.000  0.000  0.000  0.000  0.288
   1.187    -1.091  0.000  0.000  0.288  0.000  0.000  0.000  0.000  0.000  0.000  0.288
   1.174    -1.095  0.000  0.000  0.288  0.000  0.000  0.000  0.000  0.000  0.000  0.288
   1.160    -1.098  0.000  0.000  0.288  0.000  0.000  0.000  0.000  0.000  0.000  0.288
   1.147    -1.100  0.000  0.000  0.288  0.000  0.000  0.000  0.000  0.000  0.000  0.288
   1.134    -1.100  0.000  0.000  0.288  0.000  0.000  0.000  0.000  0.000  0.000  0.288
   1.134    -1.100  0.000  0.000  0.288  0.000  0.000  0.000  0.000  0.000  0.000  0.288
   1.111    -1.110  0.000  0.000  0.287  0.000  0.000  0.000  0.000  0.000  0.000  0.287
