# Kpath    Energy     s     py     pz     px    dxy    dyz    dz2    dxz  x2-y2    tot
# Band    1
   1.087    -1.138  0.000  0.000  0.285  0.000  0.000  0.000  0.000  0.000  0.000  0.285
   1.064    -1.184  0.000  0.000  0.282  0.000  0.000  0.000  0.000  0.000  0.000  0.282
   1.041    -1.244  0.000  0.000  0.278  0.000  0.000  0.000  0.000  0.000  0.000  0.278
   1.018    -1.317  0.000  0.000  0.273  0.000  0.000  0.000  0.000  0.000  0.000  0.273
   0.995    -1.400  0.000  0.000  0.269  0.000  0.000  0.000  0.000  0.000  0.000  0.269
   0.972    -1.490  0.000  0.000  0.264  0.000  0.000  0.000  0.000  0.000  0.000  0.264
   0.949    -1.586  0.000  0.000  0.260  0.000  0.000  0.000  0.000  0.000  0.000  0.260
   0.925    -1.686  0.000  0.000  0.257  0.000  0.000  0.000  0.000  0.000  0.000  0.257
   0.902    -1.789  0.000  0.000  0.253  0.000  0.000  0.000  0.000  0.000  0.000  0.253
   0.879    -1.893  0.000  0.000  0.250  0.000  0.000  0.000  0.000  0.000  0.000  0.250
   0.856    -1.999  0.000  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.000  0.247
   0.833    -2.104  0.000  0.000  0.245  0.000  0.000  0.000  0.000  0.000  0.000  0.245
   0.810    -2.209  0.000  0.000  0.242  0.000  0.000  0.000  0.000  0.000  0.000  0.242
   0.787    -2.313  0.000  0.000  0.240  0.000  0.000  0.000  0.000  0.000  0.000  0.240
   0.764    -2.415  0.000  0.000  0.239  0.000  0.000  0.000  0.000  0.000  0.000  0.239
   0.740    -2.516  0.000  0.000  0.237  0.000  0.000  0.000  0.000  0.000  0.000  0.237
   0.717    -2.615  0.000  0.000  0.235  0.000  0.000  0.000  0.000  0.000  0.000  0.235
   0.694    -2.712  0.000  0.000  0.234  0.000  0.000  0.000  0.000  0.000  0.000  0.234
   0.671    -2.807  0.000  0.000  0.233  0.000  0.000  0.000  0.000  0.000  0.000  0.233
   0.648    -2.899  0.000  0.000  0.232  0.000  0.000  0.000  0.000  0.000  0.000  0.232
   0.625    -2.989  0.000  0.000  0.231  0.000  0.000  0.000  0.000  0.000  0.000  0.231
   0.602    -2.961  0.000  0.248  0.000  0.083  0.000  0.000  0.000  0.000  0.000  0.331
   0.578    -2.902  0.000  0.247  0.000  0.082  0.000  0.000  0.000  0.000  0.000  0.330
   0.555    -2.842  0.000  0.247  0.000  0.082  0.000  0.000  0.000  0.000  0.000  0.329
   0.532    -2.781  0.000  0.246  0.000  0.082  0.000  0.000  0.000  0.000  0.000  0.328
   0.509    -2.718  0.000  0.246  0.000  0.082  0.000  0.000  0.000  0.000  0.000  0.327
   0.486    -2.654  0.000  0.245  0.000  0.082  0.000  0.000  0.000  0.000  0.000  0.326
   0.463    -2.590  0.000  0.244  0.000  0.081  0.000  0.000  0.000  0.000  0.000  0.326
   0.440    -2.525  0.000  0.244  0.000  0.081  0.000  0.000  0.000  0.000  0.000  0.325
   0.416    -2.460  0.000  0.243  0.000  0.081  0.000  0.000  0.000  0.000  0.000  0.324
   0.393    -2.394  0.000  0.242  0.000  0.081  0.000  0.000  0.000  0.000  0.000  0.323
   0.370    -2.329  0.000  0.242  0.000  0.081  0.000  0.000  0.000  0.000  0.000  0.322
   0.347    -2.265  0.000  0.241  0.000  0.080  0.000  0.000  0.000  0.000  0.000  0.321
   0.324    -2.202  0.000  0.240  0.000  0.080  0.000  0.000  0.000  0.000  0.000  0.320
   0.301    -2.140  0.000  0.240  0.000  0.080  0.000  0.000  0.000  0.000  0.000  0.319
   0.278    -2.080  0.000  0.239  0.000  0.080  0.000  0.000  0.000  0.000  0.000  0.319
   0.255    -2.022  0.000  0.238  0.000  0.079  0.000  0.000  0.000  0.000  0.000  0.318
   0.231    -1.967  0.000  0.238  0.000  0.079  0.000  0.000  0.000  0.000  0.000  0.317
   0.208    -1.915  0.000  0.237  0.000  0.079  0.000  0.000  0.000  0.000  0.000  0.316
   0.185    -1.866  0.000  0.237  0.000  0.079  0.000  0.000  0.000  0.000  0.000  0.316
   0.162    -1.822  0.000  0.236  0.000  0.079  0.000  0.000  0.000  0.000  0.000  0.315
   0.139    -1.783  0.000  0.236  0.000  0.079  0.000  0.000  0.000  0.000  0.000  0.315
   0.116    -1.749  0.000  0.236  0.000  0.079  0.000  0.000  0.000  0.000  0.000  0.314
   0.093    -1.720  0.000  0.235  0.000  0.078  0.000  0.000  0.000  0.000  0.000  0.314
   0.069    -1.697  0.000  0.235  0.000  0.078  0.000  0.000  0.000  0.000  0.000  0.313
   0.046    -1.681  0.000  0.235  0.000  0.078  0.000  0.000  0.000  0.000  0.000  0.313
   0.023    -1.671  0.000  0.235  0.000  0.078  0.000  0.000  0.000  0.000  0.000  0.313
   0.000    -1.667  0.000  0.226  0.000  0.087  0.000  0.000  0.000  0.000  0.000  0.313
# Band    5
   0.000     3.683  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.023     3.685  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.046     3.691  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.069     3.700  0.001  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.093     3.713  0.001  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.116     3.729  0.001  0.000  0.000  0.001  0.000  0.000  0.000  0.000  0.000  0.002
   0.139     3.749  0.001  0.000  0.000  0.001  0.000  0.000  0.000  0.000  0.000  0.002
   0.162     3.773  0.001  0.000  0.000  0.001  0.000  0.000  0.000  0.000  0.000  0.002
   0.185     3.799  0.001  0.001  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.003
   0.208     3.829  0.000  0.001  0.000  0.003  0.000  0.000  0.000  0.000  0.000  0.004
   0.231     3.860  0.000  0.001  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.005
   0.255     3.894  0.000  0.002  0.000  0.006  0.000  0.000  0.000  0.000  0.000  0.008
   0.278     3.926  0.001  0.003  0.000  0.010  0.000  0.000  0.000  0.000  0.000  0.014
   0.301     3.956  0.004  0.005  0.000  0.016  0.000  0.000  0.000  0.000  0.000  0.025
   0.324     3.976  0.012  0.009  0.000  0.026  0.000  0.000  0.000  0.000  0.000  0.046
   0.347     3.979  0.027  0.013  0.000  0.038  0.000  0.000  0.000  0.000  0.000  0.078
   0.370     3.962  0.044  0.016  0.000  0.048  0.000  0.000  0.000  0.000  0.000  0.108
   0.393     3.930  0.058  0.018  0.000  0.053  0.000  0.000  0.000  0.000  0.000  0.129
   0.416     3.888  0.068  0.018  0.000  0.054  0.000  0.000  0.000  0.000  0.000  0.141
   0.440     3.841  0.076  0.018  0.000  0.053  0.000  0.000  0.000  0.000  0.000  0.147
   0.463     3.790  0.082  0.017  0.000  0.052  0.000  0.000  0.000  0.000  0.000  0.151
   0.486     3.739  0.086  0.016  0.000  0.049  0.000  0.000  0.000  0.000  0.000  0.152
   0.509     3.686  0.090  0.016  0.000  0.047  0.000  0.000  0.000  0.000  0.000  0.153
   0.532     3.634  0.093  0.015  0.000  0.045  0.000  0.000  0.000  0.000  0.000  0.153
   0.555     3.582  0.096  0.014  0.000  0.043  0.000  0.000  0.000  0.000  0.000  0.153
   0.578     3.531  0.098  0.014  0.000  0.040  0.000  0.000  0.000  0.000  0.000  0.152
   0.602     3.480  0.100  0.013  0.000  0.038  0.000  0.000  0.000  0.000  0.000  0.152
   0.625     3.431  0.102  0.012  0.000  0.037  0.000  0.000  0.000  0.000  0.000  0.151
   0.648     3.384  0.104  0.012  0.000  0.035  0.000  0.000  0.000  0.000  0.000  0.150
   0.671     3.338  0.105  0.011  0.000  0.033  0.000  0.000  0.000  0.000  0.000  0.149
   0.694     3.293  0.107  0.010  0.000  0.031  0.000  0.000  0.000  0.000  0.000  0.149
   0.717     3.250  0.108  0.010  0.000  0.030  0.000  0.000  0.000  0.000  0.000  0.148
   0.740     3.209  0.109  0.009  0.000  0.028  0.000  0.000  0.000  0.000  0.000  0.147
   0.764     3.170  0.110  0.009  0.000  0.027  0.000  0.000  0.000  0.000  0.000  0.147
   0.787     3.133  0.111  0.009  0.000  0.026  0.000  0.000  0.000  0.000  0.000  0.146
   0.810     3.085  0.019  0.001  0.133  0.004  0.000  0.000  0.000  0.000  0.000  0.158
   0.833     2.909  0.000  0.000  0.158  0.000  0.000  0.000  0.000  0.000  0.000  0.158
   0.856     2.735  0.000  0.000  0.155  0.000  0.000  0.000  0.000  0.000  0.000  0.155
   0.879     2.566  0.000  0.000  0.152  0.000  0.000  0.000  0.000  0.000  0.000  0.152
   0.902     2.403  0.000  0.000  0.148  0.000  0.000  0.000  0.000  0.000  0.000  0.148
   0.925     2.247  0.000  0.000  0.144  0.000  0.000  0.000  0.000  0.000  0.000  0.144
   0.949     2.100  0.000  0.000  0.140  0.000  0.000  0.000  0.000  0.000  0.000  0.140
   0.972     1.962  0.000  0.000  0.136  0.000  0.000  0.000  0.000  0.000  0.000  0.136
   0.995     1.835  0.000  0.000  0.131  0.000  0.000  0.000  0.000  0.000  0.000  0.131
   1.018     1.721  0.000  0.000  0.127  0.000  0.000  0.000  0.000  0.000  0.000  0.127
   1.041     1.623  0.000  0.000  0.122  0.000  0.000  0.000  0.000  0.000  0.000  0.122
   1.064     1.543  0.000  0.000  0.118  0.000  0.000  0.000  0.000  0.000  0.000  0.118
   1.087     1.483  0.000  0.000  0.114  0.000  0.000  0.000  0.000  0.000  0.000  0.114
   1.111     1.446  0.000  0.000  0.112  0.000  0.000  0.000  0.000  0.000  0.000  0.112
   1.134     1.433  0.000  0.000  0.111  0.000  0.000  0.000  0.000  0.000  0.000  0.111
   1.134     1.433  0.000  0.000  0.111  0.000  0.000  0.000  0.000  0.000  0.000  0.111
   1.147     1.433  0.000  0.000  0.111  0.000  0.000  0.000  0.000  0.000  0.000  0.111
   1.160     1.433  0.000  0.000  0.111  0.000  0.000  0.000  0.000  0.000  0.000  0.111
   1.174     1.433  0.000  0.000  0.111  0.000  0.000  0.000  0.000  0.000  0.000  0.111
   1.187     1.433  0.000  0.000  0.111  0.000  0.000  0.000  0.000  0.000  0.000  0.111
   1.201     1.432  0.000  0.000  0.111  0.000  0.000  0.000  0.000  0.000  0.000  0.111
   1.214     1.432  0.000  0.000  0.112  0.000  0.000  0.000  0.000  0.000  0.000  0.112
   1.227     1.431  0.000  0.000  0.112  0.000  0.000  0.000  0.000  0.000  0.000  0.112
   1.241     1.430  0.000  0.000  0.112  0.000  0.000  0.000  0.000  0.000  0.000  0.112
   1.254     1.429  0.000  0.000  0.112  0.000  0.000  0.000  0.000  0.000  0.000  0.112
   1.267     1.428  0.000  0.000  0.112  0.000  0.000  0.000  0.000  0.000  0.000  0.112
   1.281     1.426  0.000  0.000  0.112  0.000  0.000  0.000  0.000  0.000  0.000  0.112
   1.294     1.424  0.000  0.000  0.112  0.000  0.000  0.000  0.000  0.000  0.000  0.112
   1.307     1.422  0.000  0.000  0.112  0.000  0.000  0.000  0.000  0.000  0.000  0.112
   1.321     1.420  0.000  0.000  0.112  0.000  0.000  0.000  0.000  0.000  0.000  0.112
   1.334     1.416  0.000  0.000  0.112  0.000  0.000  0.000  0.000  0.000  0.000  0.112
   1.347     1.413  0.000  0.000  0.112  0.000  0.000  0.000  0.000  0.000  0.000  0.112
   1.361     1.409  0.000  0.000  0.112  0.000  0.000  0.000  0.000  0.000  0.000  0.112
   1.374     1.404  0.000  0.000  0.112  0.000  0.000  0.000  0.000  0.000  0.000  0.112
   1.388     1.399  0.000  0.000  0.112  0.000  0.000  0.000  0.000  0.000  0.000  0.112
   1.401     1.393  0.000  0.000  0.112  0.000  0.000  0.000  0.000  0.000  0.000  0.112
   1.414     1.386  0.000  0.000  0.112  0.000  0.000  0.000  0.000  0.000  0.000  0.112
   1.428     1.378  0.000  0.000  0.111  0.000  0.000  0.000  0.000  0.000  0.000  0.111
   1.441     1.370  0.000  0.000  0.111  0.000  0.000  0.000  0.000  0.000  0.000  0.111
   1.454     1.360  0.000  0.000  0.111  0.000  0.000  0.000  0.000  0.000  0.000  0.111
   1.468     1.349  0.000  0.000  0.110  0.000  0.000  0.000  0.000  0.000  0.000  0.110
   1.481     1.337  0.000  0.000  0.109  0.000  0.000  0.000  0.000  0.000  0.000  0.109
   1.494     1.324  0.000  0.000  0.108  0.000  0.000  0.000  0.000  0.000  0.000  0.108
   1.508     1.310  0.000  0.000  0.107  0.000  0.000  0.000  0.000  0.000  0.000  0.107
   1.521     1.295  0.000  0.000  0.106  0.000  0.000  0.000  0.000  0.000  0.000  0.106
   1.534     1.278  0.000  0.000  0.104  0.000  0.000  0.000  0.000  0.000  0.000  0.104
   1.548     1.260  0.000  0.000  0.102  0.000  0.000  0.000  0.000  0.000  0.000  0.102
   1.561     1.240  0.000  0.000  0.100  0.000  0.000  0.000  0.000  0.000  0.000  0.100
   1.575     1.219  0.000  0.000  0.097  0.000  0.000  0.000  0.000  0.000  0.000  0.097
   1.588     1.197  0.000  0.000  0.094  0.000  0.000  0.000  0.000  0.000  0.000  0.094
   1.601     1.173  0.000  0.000  0.091  0.000  0.000  0.000  0.000  0.000  0.000  0.091
   1.615     1.148  0.000  0.000  0.087  0.000  0.000  0.000  0.000  0.000  0.000  0.087
   1.628     1.122  0.000  0.000  0.082  0.000  0.000  0.000  0.000  0.000  0.000  0.082
   1.641     1.095  0.000  0.000  0.077  0.000  0.000  0.000  0.000  0.000  0.000  0.077
   1.655     1.067  0.000  0.000  0.071  0.000  0.000  0.000  0.000  0.000  0.000  0.071
   1.668     1.039  0.000  0.000  0.065  0.000  0.000  0.000  0.000  0.000  0.000  0.065
   1.681     1.011  0.000  0.000  0.057  0.000  0.000  0.000  0.000  0.000  0.000  0.057
   1.695     0.982  0.000  0.000  0.049  0.000  0.000  0.000  0.000  0.000  0.000  0.049
   1.708     0.955  0.000  0.000  0.040  0.000  0.000  0.000  0.000  0.000  0.000  0.040
   1.721     0.929  0.000  0.000  0.031  0.000  0.000  0.000  0.000  0.000  0.000  0.031
   1.735     0.906  0.000  0.000  0.022  0.000  0.000  0.000  0.000  0.000  0.000  0.022
   1.748     0.886  0.000  0.000  0.014  0.000  0.000  0.000  0.000  0.000  0.000  0.014
   1.762     0.870  0.000  0.000  0.007  0.000  0.000  0.000  0.000  0.000  0.000  0.007
   1.775     0.860  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   1.788     0.856  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.788     0.856  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.815     0.871  0.000  0.000  0.007  0.000  0.000  0.000  0.000  0.000  0.000  0.007
   1.842     0.917  0.000  0.000  0.026  0.000  0.000  0.000  0.000  0.000  0.000  0.026
   1.868     0.989  0.000  0.000  0.050  0.000  0.000  0.000  0.000  0.000  0.000  0.050
   1.895     1.081  0.000  0.000  0.073  0.000  0.000  0.000  0.000  0.000  0.000  0.073
   1.922     1.188  0.000  0.000  0.093  0.000  0.000  0.000  0.000  0.000  0.000  0.093
   1.949     1.308  0.000  0.000  0.109  0.000  0.000  0.000  0.000  0.000  0.000  0.109
   1.975     1.437  0.000  0.000  0.123  0.000  0.000  0.000  0.000  0.000  0.000  0.123
   2.002     1.575  0.000  0.000  0.133  0.000  0.000  0.000  0.000  0.000  0.000  0.133
   2.029     1.719  0.000  0.000  0.142  0.000  0.000  0.000  0.000  0.000  0.000  0.142
   2.055     1.869  0.000  0.000  0.150  0.000  0.000  0.000  0.000  0.000  0.000  0.150
   2.082     2.025  0.000  0.000  0.156  0.000  0.000  0.000  0.000  0.000  0.000  0.156
   2.109     2.187  0.000  0.000  0.161  0.000  0.000  0.000  0.000  0.000  0.000  0.161
   2.136     2.353  0.000  0.000  0.165  0.000  0.000  0.000  0.000  0.000  0.000  0.165
   2.162     2.524  0.000  0.000  0.169  0.000  0.000  0.000  0.000  0.000  0.000  0.169
   2.189     2.700  0.000  0.000  0.172  0.000  0.000  0.000  0.000  0.000  0.000  0.172
   2.216     2.880  0.000  0.000  0.175  0.000  0.000  0.000  0.000  0.000  0.000  0.175
   2.242     3.063  0.000  0.000  0.177  0.000  0.000  0.000  0.000  0.000  0.000  0.177
   2.269     3.251  0.000  0.000  0.179  0.000  0.000  0.000  0.000  0.000  0.000  0.179
   2.296     3.443  0.000  0.000  0.181  0.000  0.000  0.000  0.000  0.000  0.000  0.181
   2.323     3.638  0.000  0.000  0.183  0.000  0.000  0.000  0.000  0.000  0.000  0.183
   2.349     3.837  0.000  0.000  0.184  0.000  0.000  0.000  0.000  0.000  0.000  0.184
   2.376     4.039  0.000  0.000  0.186  0.000  0.000  0.000  0.000  0.000  0.000  0.186
   2.403     4.244  0.000  0.000  0.187  0.000  0.000  0.000  0.000  0.000  0.000  0.187
   2.429     4.451  0.000  0.000  0.188  0.000  0.000  0.000  0.000  0.000  0.000  0.188
   2.456     4.661  0.001  0.000  0.186  0.000  0.000  0.000  0.000  0.000  0.000  0.187
   2.483     4.718  0.049  0.013  0.002  0.008  0.000  0.000  0.000  0.000  0.000  0.072
   2.510     4.643  0.045  0.015  0.000  0.008  0.000  0.000  0.000  0.000  0.000  0.069
   2.536     4.571  0.041  0.016  0.000  0.008  0.000  0.000  0.000  0.000  0.000  0.065
   2.563     4.503  0.035  0.017  0.000  0.008  0.000  0.000  0.000  0.000  0.000  0.060
   2.590     4.437  0.029  0.017  0.000  0.007  0.000  0.000  0.000  0.000  0.000  0.054
   2.616     4.373  0.024  0.016  0.000  0.006  0.000  0.000  0.000  0.000  0.000  0.046
   2.643     4.311  0.017  0.015  0.000  0.006  0.000  0.000  0.000  0.000  0.000  0.038
   2.670     4.251  0.012  0.014  0.000  0.005  0.000  0.000  0.000  0.000  0.000  0.030
   2.697     4.191  0.007  0.012  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.023
   2.723     4.133  0.004  0.010  0.000  0.003  0.000  0.000  0.000  0.000  0.000  0.017
   2.750     4.076  0.002  0.008  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.012
   2.777     4.021  0.001  0.006  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.009
   2.803     3.970  0.000  0.005  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.007
   2.830     3.922  0.000  0.004  0.000  0.001  0.000  0.000  0.000  0.000  0.000  0.005
   2.857     3.878  0.000  0.003  0.000  0.001  0.000  0.000  0.000  0.000  0.000  0.004
   2.884     3.838  0.000  0.002  0.000  0.001  0.000  0.000  0.000  0.000  0.000  0.003
   2.910     3.803  0.001  0.001  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.937     3.771  0.001  0.001  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.964     3.745  0.001  0.001  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.990     3.723  0.001  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   3.017     3.705  0.001  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   3.044     3.693  0.001  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.001
   3.071     3.686  0.001  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.001
   3.097     3.683  0.001  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.001
# Band    6
   3.097     4.671  0.000  0.222  0.000  0.018  0.000  0.000  0.000  0.000  0.000  0.240
   3.071     4.667  0.002  0.199  0.000  0.038  0.000  0.000  0.000  0.000  0.000  0.239
   3.044     4.654  0.008  0.175  0.000  0.053  0.000  0.000  0.000  0.000  0.000  0.236
   3.017     4.634  0.015  0.161  0.000  0.056  0.000  0.000  0.000  0.000  0.000  0.232
   2.990     4.611  0.024  0.150  0.000  0.052  0.000  0.000  0.000  0.000  0.000  0.226
   2.964     4.585  0.033  0.139  0.000  0.047  0.000  0.000  0.000  0.000  0.000  0.220
   2.937     4.560  0.042  0.128  0.000  0.043  0.000  0.000  0.000  0.000  0.000  0.213
   2.910     4.536  0.051  0.116  0.000  0.039  0.000  0.000  0.000  0.000  0.000  0.206
   2.884     4.517  0.057  0.105  0.000  0.036  0.000  0.000  0.000  0.000  0.000  0.199
   2.857     4.502  0.064  0.095  0.000  0.033  0.000  0.000  0.000  0.000  0.000  0.191
   2.830     4.492  0.069  0.085  0.000  0.029  0.000  0.000  0.000  0.000  0.000  0.184
   2.803     4.490  0.074  0.075  0.000  0.027  0.000  0.000  0.000  0.000  0.000  0.176
   2.777     4.495  0.077  0.066  0.000  0.024  0.000  0.000  0.000  0.000  0.000  0.167
   2.750     4.509  0.077  0.056  0.000  0.025  0.000  0.000  0.000  0.000  0.000  0.158
   2.723     4.532  0.077  0.048  0.000  0.023  0.000  0.000  0.000  0.000  0.000  0.148
   2.697     4.565  0.076  0.040  0.000  0.020  0.000  0.000  0.000  0.000  0.000  0.136
   2.670     4.608  0.073  0.033  0.000  0.018  0.000  0.000  0.000  0.000  0.000  0.124
   2.643     4.662  0.069  0.026  0.000  0.017  0.000  0.000  0.000  0.000  0.000  0.111
   2.616     4.726  0.063  0.021  0.000  0.015  0.000  0.000  0.000  0.000  0.000  0.099
   2.590     4.799  0.059  0.016  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.087
   2.563     4.883  0.053  0.012  0.000  0.011  0.000  0.000  0.000  0.000  0.000  0.077
   2.536     4.975  0.048  0.010  0.000  0.010  0.000  0.000  0.000  0.000  0.000  0.068
   2.510     5.071  0.036  0.007  0.036  0.008  0.000  0.000  0.000  0.000  0.000  0.087
   2.483     4.876  0.001  0.000  0.187  0.000  0.000  0.000  0.000  0.000  0.000  0.188
   2.456     4.802  0.052  0.012  0.002  0.008  0.000  0.000  0.000  0.000  0.000  0.074
   2.429     4.885  0.055  0.010  0.000  0.008  0.000  0.000  0.000  0.000  0.000  0.074
   2.403     4.974  0.057  0.009  0.000  0.008  0.000  0.000  0.000  0.000  0.000  0.074
   2.376     5.068  0.058  0.008  0.000  0.008  0.000  0.000  0.000  0.000  0.000  0.074
   2.349     5.165  0.059  0.006  0.000  0.007  0.000  0.000  0.000  0.000  0.000  0.073
   2.323     5.267  0.060  0.005  0.000  0.007  0.000  0.000  0.000  0.000  0.000  0.072
   2.296     5.373  0.061  0.004  0.000  0.006  0.000  0.000  0.000  0.000  0.000  0.072
   2.269     5.482  0.061  0.003  0.000  0.006  0.000  0.000  0.000  0.000  0.000  0.070
   2.242     5.595  0.061  0.003  0.000  0.006  0.000  0.000  0.000  0.000  0.000  0.069
   2.216     5.711  0.060  0.002  0.000  0.005  0.000  0.000  0.000  0.000  0.000  0.068
   2.189     5.830  0.060  0.002  0.000  0.005  0.000  0.000  0.000  0.000  0.000  0.067
   2.162     5.950  0.059  0.002  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.065
   2.136     6.073  0.058  0.001  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.064
   2.109     6.197  0.057  0.001  0.000  0.003  0.000  0.000  0.000  0.000  0.000  0.062
   2.082     6.321  0.056  0.001  0.000  0.003  0.000  0.000  0.000  0.000  0.000  0.060
   2.055     6.444  0.055  0.001  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.059
   2.029     6.567  0.053  0.002  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.057
   2.002     6.686  0.051  0.002  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.055
   1.975     6.674  0.000  0.000  0.005  0.000  0.000  0.000  0.000  0.000  0.000  0.005
   1.949     6.596  0.000  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.922     6.528  0.000  0.000  0.003  0.000  0.000  0.000  0.000  0.000  0.000  0.003
   1.895     6.469  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   1.868     6.422  0.000  0.000  0.001  0.000  0.000  0.000  0.000  0.000  0.000  0.001
   1.842     6.387  0.000  0.000  0.001  0.000  0.000  0.000  0.000  0.000  0.000  0.001
   1.815     6.366  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.788     6.359  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.788     6.359  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.775     6.361  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.762     6.366  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.748     6.376  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.735     6.389  0.000  0.000  0.001  0.000  0.000  0.000  0.000  0.000  0.000  0.001
   1.721     6.407  0.000  0.000  0.001  0.000  0.000  0.000  0.000  0.000  0.000  0.001
   1.708     6.428  0.000  0.000  0.001  0.000  0.000  0.000  0.000  0.000  0.000  0.001
   1.695     6.454  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   1.681     6.484  0.000  0.000  0.003  0.000  0.000  0.000  0.000  0.000  0.000  0.003
   1.668     6.518  0.000  0.000  0.003  0.000  0.000  0.000  0.000  0.000  0.000  0.003
   1.655     6.556  0.000  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   1.641     6.597  0.000  0.000  0.005  0.000  0.000  0.000  0.000  0.000  0.000  0.006
   1.628     6.539  0.053  0.028  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.094
   1.615     6.415  0.056  0.031  0.000  0.014  0.000  0.000  0.000  0.000  0.000  0.100
   1.601     6.288  0.058  0.033  0.000  0.015  0.000  0.000  0.000  0.000  0.000  0.106
   1.588     6.156  0.059  0.035  0.000  0.016  0.000  0.000  0.000  0.000  0.000  0.111
   1.575     6.023  0.061  0.037  0.000  0.017  0.000  0.000  0.000  0.000  0.000  0.116
   1.561     5.887  0.063  0.038  0.000  0.018  0.000  0.000  0.000  0.000  0.000  0.120
   1.548     5.750  0.065  0.039  0.000  0.019  0.000  0.000  0.000  0.000  0.000  0.124
   1.534     5.613  0.067  0.040  0.000  0.020  0.000  0.000  0.000  0.000  0.000  0.127
   1.521     5.475  0.070  0.040  0.000  0.020  0.000  0.000  0.000  0.000  0.000  0.130
   1.508     5.337  0.072  0.040  0.000  0.021  0.000  0.000  0.000  0.000  0.000  0.133
   1.494     5.200  0.074  0.040  0.000  0.021  0.000  0.000  0.000  0.000  0.000  0.135
   1.481     5.064  0.076  0.040  0.000  0.022  0.000  0.000  0.000  0.000  0.000  0.137
   1.468     4.929  0.078  0.039  0.000  0.022  0.000  0.000  0.000  0.000  0.000  0.139
   1.454     4.796  0.080  0.039  0.000  0.022  0.000  0.000  0.000  0.000  0.000  0.141
   1.441     4.665  0.082  0.038  0.000  0.022  0.000  0.000  0.000  0.000  0.000  0.142
   1.428     4.535  0.084  0.037  0.000  0.022  0.000  0.000  0.000  0.000  0.000  0.143
   1.414     4.408  0.086  0.036  0.000  0.022  0.000  0.000  0.000  0.000  0.000  0.144
   1.401     4.284  0.088  0.034  0.000  0.022  0.000  0.000  0.000  0.000  0.000  0.145
   1.388     4.163  0.090  0.033  0.000  0.022  0.000  0.000  0.000  0.000  0.000  0.145
   1.374     4.045  0.092  0.031  0.000  0.022  0.000  0.000  0.000  0.000  0.000  0.146
   1.361     3.931  0.095  0.030  0.000  0.022  0.000  0.000  0.000  0.000  0.000  0.146
   1.347     3.821  0.097  0.028  0.000  0.021  0.000  0.000  0.000  0.000  0.000  0.146
   1.334     3.715  0.099  0.026  0.000  0.021  0.000  0.000  0.000  0.000  0.000  0.146
